number,path,date,time,white,black,white elo,black elo,time control,event,moves
0,Eaxl9b57,2015.12.10,20:38:27,fastmike,rainymood,1673,1539,420+0,Rated Blitz game,1. d4 d5 2. c4 c6 3. e3 e6 4. Nc3 Nf6 5. Nf3 Nbd7 6. c5 Rb8 7. Qa4 Ra8 8. Bd3 b6 9. Qxc6 Rb8 10. cxb6 Rxb6 11. Qa4 Rb4 12. Qxa7 Be7 13. Bb5 O-O 14. a3 Rb3 15. Qa4 Rxc3 16. bxc3 Ne4 17. Bxd7 Bxd7 18. Qc2 Qa5 19. Bd2 Nxd2 20. Nxd2 Ba4 21. Qc1 Rc8 22. O-O Rxc3 23. Qb1 g6 24. Rc1 Rxa3 25. Rxa3 Bxa3 26. Rc8+ Kg7 27. Nf3 Qa6 28. Rb8 Bd6 29. Rb6 Bxh2+ 30. Kxh2 Qe2 31. Rb2 Qc4 32. Ne5 Qc7 33. Rb7 Qd6 34. Rxf7+ Kh6 35. Qc1 g5 36. Qh1 Be8 37. Kg3# 1-0
2,FnQONpuk,2015.12.10,20:53:35,ChesstyLady,GruebeZahl,1896,1869,120+0,Rated Bullet game,1. d4 c6 2. e3 d5 3. Nf3 Nf6 4. g3 h6 5. Bg2 Bf5 6. O-O e6 7. Re1 Be7 8. Nh4 Bh7 9. Nf3 O-O 10. Ne5 Nbd7 11. f4 c5 12. c3 Rc8 13. Bd2 b6 14. Na3 a6 15. Nc2 Nxe5 16. fxe5 Ne4 17. Bxe4 Bxe4 18. Rf1 f5 19. Ne1 g5 20. Ng2 b5 21. a3 Qb6 22. Qh5 Kg7 23. h3 Rf7 24. h4 Rcf8 25. hxg5 hxg5 26. Be1 Rh8 27. Qe2 Rh3 28. g4 Qd8 29. gxf5 exf5 30. dxc5 Qh8 31. Bg3 Bxc5 32. Kf2 f4 33. Ke1 f3 34. Qd2 Rxg3 35. b4 Rxg2 36. Rf2 Qh1+ 37. Rf1 Qh2 38. Rf2 g4 39. bxc5 g3 40. Rxg2 fxg2 41. Kd1 Rf1+ 42. Ke2 Rxa1 43. e6 g1=N# 0-1
1,rWPmWAKT,2015.12.10,21:56:20,Bitatum,husref,1518,1701,600+0,Rated Classical tournament https://lichess.org/tournament/lLacrVf8,1. e4 c5 2. Bc4 a6 3. Qh5 e6 4. d3 b5 5. Bb3 Bb7 6. a4 Nf6 7. Qd1 d6 8. axb5 axb5 9. Rxa8 Bxa8 10. Nc3 Qb6 11. Nf3 Bc6 12. e5 Nfd7 13. exd6 Bxd6 14. Ne4 Be7 15. Be3 O-O 16. d4 cxd4 17. Bxd4 Qb7 18. Neg5 h6 19. Nh3 Nf6 20. Ne5 Bxg2 21. Rg1 Bxh3 22. Qf3 Qxf3 23. Nxf3 Nc6 24. c4 b4 25. Rg3 Bg4 26. Be3 Bxf3 27. Rxf3 Ne5 28. Rg3 Neg4 29. Bd2 Kh7 30. h3 Ne5 31. Bc2+ g6 32. h4 Nxc4 33. Bf4 Bd6 34. Bxd6 Nxd6 35. Rh3 Kg7 36. Rb3 Rb8 37. f4 Nfe4 38. Ke2 f5 39. Ke3 Kf6 40. Rd3 Nc4+ 41. Kd4 Nxb2 42. Rg3 Nxg3 43. h5 Nxh5 44. Bb3 Nxf4 45. Ke3 Nbd3 46. Kf3 g5 47. Ke3 h5 48. Kf3 h4 49. Bxe6 Nxe6 50. Kg2 Ndf4+ 51. Kf3 b3 52. Kf2 b2 53. Kf3 b1=B 54. Kf2 Rb2+ 55. Kf3 Be4+ 56. Ke3 Rb3+ 57. Kd2 Rd3+ 58. Ke1 Nd4 59. Kf2 g4 60. Kg1 g3 61. Kf1 h3 62. Ke1 h2 63. Kf1 g2+ 64. Kf2 Rd2+ 65. Kg3 Nde2+ 66. Kxh2 g1=B# 0-1
0,yI7OF0z3,2015.12.11,00:02:06,logos7,Muscolo,1731,1820,300+5,Rated Classical game,1. g3 e5 2. Bg2 d5 3. b3 Nc6 4. Bb2 Bg4 5. Nc3 Nf6 6. f3 Bf5 7. e4 Bg6 8. exd5 Nxd5 9. f4 Nxc3 10. Bxc3 exf4 11. Qe2+ Qe7 12. Bxc6+ bxc6 13. Qxe7+ Bxe7 14. O-O-O fxg3 15. hxg3 O-O 16. Re1 Ba3+ 17. Kb1 Rfe8 18. Rxe8+ Rxe8 19. Nf3 Bd6 20. Nd4 c5 21. Nc6 Be4 22. Re1 Bxc6 23. Rxe8+ Bxe8 24. g4 f6 25. d4 cxd4 26. Bxd4 a6 27. Be3 Ba3 28. c4 c5 29. Kc2 Bb4 30. Kb2 Bd7 31. g5 fxg5 32. Bxg5 Be1 33. Be3 Kf7 34. Bxc5 h5 35. Bg1 Ke6 36. Kc2 g5 37. Kd3 Kf5 38. Ke2 Bb4 39. Kf3 g4+ 40. Kg3 Kg5 41. Be3+ Kg6 42. Bc1 Be7 43. a4 a5 44. Bd2 Bd8 45. b4 axb4 46. Bxb4 Bxa4 47. c5 Bc6 48. Bd2 Bg5 49. Bc3 Bf3 50. Be5 h4+ 51. Kh2 Kf5 52. Bd6 Bf4+ 53. Kg1 Bxd6 54. cxd6 Bc6 55. Kf2 Kf4 56. Ke2 g3 57. Kf1 Kf3 58. Kg1 h3 59. Kh1 Kf2# 0-1
1,EKx1MKXV,2015.12.11,03:39:55,Peltu_Yono,fernando10000,1814,1699,900+1,Rated Classical game,1. b4 e5 2. Bb2 d6 3. c4 Nf6 4. h3 Be6 5. e3 a6 6. Nc3 d5 7. cxd5 Nxd5 8. a3 Nc6 9. Nf3 Nxc3 10. Bxc3 f6 11. Nh4 Bd6 12. Be2 f5 13. Bh5+ g6 14. Be2 Qxh4 15. Qc2 O-O-O 16. b5 axb5 17. Bxb5 Bd5 18. Rg1 Rhf8 19. Bxc6 Bxc6 20. Bb4 Qe7 21. Rb1 f4 22. e4 Bxb4 23. axb4 Rd4 24. b5 Bxe4 25. Qb2 Bxb1 26. Qxb1 Rfd8 27. g4 fxg3 28. Rxg3 Rxd2 29. Rb3 Rd1+ 30. Qxd1 Rxd1+ 31. Kxd1 Qd7+ 32. Ke2 Qd5 33. Rb2 Qc4+ 34. Kf3 Qc3+ 35. Ke4 Qxb2 36. f4 Qd4+ 37. Kf3 Qxf4+ 38. Kg2 e4 39. h4 e3 40. b6 Qf2+ 41. Kh3 Qf1+ 42. Kg4 e2 43. bxc7 Kxc7 44. h5 Qf5+ 45. Kh4 e1=B# 0-1
5,hahAx05e,2015.12.11,06:51:05,sanketc,elcentauro1970,1373,1137,60+3,Rated Blitz game,1. d4 Nf6 2. c4 h5 3. Nc3 Ng4 4. Be3 Nxe3 5. fxe3 d6 6. Nf3 Bg4 7. Qc2 Bxf3 8. exf3 e5 9. dxe5 dxe5 10. Bd3 Qh4+ 11. g3 Qg5 12. f4 exf4 13. exf4 Qg4 14. Be2 Qh3 15. Qe4+ Be7 16. Qxb7 Kf8 17. Qxa8 Qc8 18. Qxa7 Bb4 19. Qd4 Nc6 20. Qd3 Qb7 21. O-O-O Bxc3 22. Qxc3 f6 23. Rhe1 Kf7 24. Rd7+ Kg6 25. Bd3+ Kh6 26. f5 Qa6 27. Qd2+ g5 28. fxg6# 1-0
0,Ojsodi9z,2015.12.11,08:54:23,amir_hoseyn2,jimmitto,1652,1579,300+4,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Nxd4 6. Qxd4 d6 7. Be2 Be7 8. O-O O-O 9. Qe3 a6 10. Qg3 Re8 11. Kh1 b6 12. f3 Bb7 13. Be3 c6 14. Rad1 Qc7 15. Bf4 Nh5 16. Qg4 Nxf4 17. Qxf4 Rad8 18. Bd3 h6 19. Qf5 g6 20. Qh3 Kg7 21. Qg3 Qb8 22. f4 d5 23. f5 Qxg3 24. hxg3 Bd6 25. exd5 Bxg3 26. dxc6 Bxc6 27. fxg6 fxg6 28. Bxa6 Rxd1 29. Rxd1 h5 30. Bb5 Bxb5 31. Nxb5 Re2 32. Na3 Kh6 33. Kg1 h4 34. Kf1 Re6 35. Nc4 b5 36. Nd2 Rd6 37. Ke2 g5 38. Nf3 Rxd1 39. Kxd1 g4 40. Nd4 h3 41. gxh3 gxh3 42. Nf3 Kh5 43. Ke2 Kg4 44. a3 h2 45. Nxh2+ Bxh2 46. Kd3 Be5 47. Ke4 Bxb2 48. Kd3 Bxa3 49. c4 b4 50. c5 Kf5 51. c6 Ke6 52. c7 Kd7 53. Kc4 Kxc7 54. Kb3 Kc6 55. Kc4 Kd6 56. Kb3 Kd5 57. Ka2 Kc4 58. Kb1 b3 59. Ka1 Kc3 60. Kb1 Bc5 61. Ka1 Bd4 62. Kb1 Be5 63. Ka1 Kc2# 0-1
2,BBBASElZ,2015.12.11,14:22:18,denlyf-79,denatured,1266,1500,180+5,Rated Blitz game,1. e4 { [%eval 0.08] } 1... c5 { [%eval 0.31] } 2. c4 { [%eval 0.06] } 2... d6 { [%eval 0.09] } 3. h3 { [%eval 0.0] } 3... Nf6 { [%eval 0.03] } 4. Nc3 { [%eval -0.08] } 4... Nc6 { [%eval 0.02] } 5. a3 { [%eval -0.06] } 5... g6 { [%eval -0.05] } 6. d3 { [%eval -0.05] } 6... Bg7 { [%eval -0.03] } 7. Nf3 { [%eval -0.05] } 7... O-O { [%eval -0.03] } 8. Bd2 { [%eval -0.17] } 8... a6 { [%eval -0.2] } 9. Qc1 { [%eval -0.55] } 9... e6 { [%eval -0.24] } 10. Bh6 { [%eval -0.51] } 10... Qc7 { [%eval -0.12] } 11. Bxg7 { [%eval -0.22] } 11... Kxg7 { [%eval -0.17] } 12. Qf4 { [%eval -0.58] } 12... e5?? { [%eval 2.96] } 13. Qg3?? { [%eval -1.15] } 13... Nd4 { [%eval -1.13] } 14. O-O-O { [%eval -1.35] } 14... Bd7 { [%eval -1.05] } 15. h4 { [%eval -1.05] } 15... b5 { [%eval -0.67] } 16. h5 { [%eval -0.48] } 16... b4 { [%eval -1.06] } 17. Nd5? { [%eval -3.65] } 17... Nxd5 { [%eval -3.99] } 18. exd5? { [%eval -5.81] } 18... bxa3 { [%eval -5.71] } 19. Kb1?? { [%eval -14.24] } 19... a2+ { [%eval -16.55] } 20. Ka1 { [%eval -8.82] } 20... Nc2+ { [%eval -10.18] } 21. Kxa2 { [%eval -8.91] } 21... Qa5+ { [%eval -9.05] } 22. Kb1 { [%eval -9.18] } 22... Qa1+ { [%eval -9.35] } 23. Kxc2 { [%eval -9.34] } 23... Ba4+ { [%eval -9.47] } 24. Kd2 { [%eval -9.24] } 24... Qxd1+ { [%eval -9.34] } 25. Ke3 { [%eval -9.34] } 25... f5 { [%eval -9.61] } 26. hxg6? { [%eval #-9] } 26... f4+ { [%eval #-9] } 27. Ke4 { [%eval #-9] } 27... fxg3 { [%eval #-8] } 28. Rxh7+ { [%eval #-9] } 28... Kg8?! { [%eval -24.86] } 29. Rh3?! { [%eval #-4] } 29... Rf4+ { [%eval #-3] } 30. Ke3 { [%eval #-3] } 30... gxf2?! { [%eval -57.99] } 31. Ng5?! { [%eval #-2] } 31... Qe1+ { [%eval #-1] } 32. Be2 { [%eval #-1] } 32... f1=N# 0-1
0,XoqFDTnZ,2015.12.11,15:58:53,xazevi,Squish,918,1365,600+0,Rated Classical game,1. e4 e6 2. Nf3 d5 3. d4 dxe4 4. Bg5 Nf6 5. Bb5+ Nc6 6. a4 exf3 7. gxf3 a6 8. Bxc6+ bxc6 9. h4 h6 10. d5 cxd5 11. Bxf6 Qxf6 12. Nc3 Bb4 13. Qd3 O-O 14. O-O-O Bxc3 15. Qxc3 Qxc3 16. bxc3 Bd7 17. a5 Rfb8 18. Kd2 Rb5 19. c4 Rxa5 20. cxd5 Rxd5+ 21. Ke3 Rxd1 22. Rxd1 Ba4 23. Rd4 Bxc2 24. Rc4 Bf5 25. Rxc7 a5 26. Rc6 a4 27. Rc1 a3 28. Kd4 a2 29. Kc5 a1=Q 30. Rxa1 Rxa1 31. h5 Rf1 32. f4 Rxf2 33. Kd4 Rxf4+ 34. Ke3 Rh4 35. Kf3 Rxh5 36. Kg3 Rh1 37. Kg2 Ra1 38. Kf2 Ra3 39. Ke2 h5 40. Kf2 Kh7 41. Kg2 Kg6 42. Kh2 Kg5 43. Kg2 Kh4 44. Kf2 Kh3 45. Ke2 h4 46. Kd2 Kh2 47. Ke1 h3 48. Kf1 Ra2 49. Ke1 Kg1 50. Kd1 h2 51. Kc1 h1=Q 52. Kd1 Kh2# 0-1
1,6EAC9z3p,2015.12.11,18:09:43,kokkalakias,Ignat_07,1748,1745,180+0,Rated Blitz game,1. e4 b6 2. d4 Bb7 3. Nc3 e6 4. Nf3 Nc6 5. Bd3 Qe7 6. Be3 O-O-O 7. Qe2 Kb8 8. Ba6 Ba8 9. O-O h5 10. Rfe1 f6 11. e5 Nb4 12. exf6 Nxf6 13. Ne5 Ng4 14. a3 Nxa6 15. Qxa6 Nxe5 16. dxe5 Bb7 17. Qa4 g5 18. Nb5 a6 19. Nd4 b5 20. Nxb5 g4 21. Qd4 axb5 22. Qa7+ Kc8 23. a4 d5 24. axb5 Qb4 25. c3 Qxb5 26. Ra5 Qxb2 27. Rea1 g3 28. hxg3 h4 29. g4 h3 30. g3 h2+ 31. Kh1 d4+ 32. Qxb7+ Kxb7 33. Ra7+ Kc6 34. R1a6+ Kd7 35. Bxd4 Qc1+ 36. Kg2 h1=B# 0-1
0,JYuKFB13,2015.12.11,20:15:46,locucarro,davoodpast,1620,1648,480+6,Rated Classical game,1. e4 e6 2. Nf3 b6 3. d4 Bb7 4. Nc3 Bb4 5. Bd3 Bxc3+ 6. bxc3 Nf6 7. Ba3 Bxe4 8. Bxe4 Nxe4 9. Qe2 Nxc3 10. Qd3 Nd5 11. c4 Nf6 12. O-O d6 13. c5 O-O 14. cxd6 cxd6 15. Rfe1 Re8 16. Rac1 d5 17. Rc3 Ne4 18. Rc2 Nd7 19. Rec1 Ndf6 20. Ne5 h6 21. Nc6 Qd7 22. Qb5 Kh7 23. f3 Nd6 24. Qd3+ g6 25. Ne5 Qe7 26. Rc7 Qf8 27. R1c6 Red8 28. Nxf7 Rd7 29. Bxd6 Qxf7 30. Be5 Rxc7 31. Rxc7 Nd7 32. Qb5 Rd8 33. Rxa7 h5 34. Bc7 Rc8 35. Bxb6 Rc1+ 36. Kf2 Rc2+ 37. Kg1 Rc1+ 38. Kf2 Rc2+ 39. Kg3 Kh6 40. Qxd7 Qxd7 41. Rxd7 Rxa2 42. Rd6 Re2 43. f4 g5 44. fxg5+ Kxg5 45. Kf3 Re1 46. Kf2 Re4 47. Rd8 h4 48. Rg8+ Kf5 49. Kf3 Rf4+ 50. Ke3 Re4+ 51. Kd3 Kf4 52. Bd8 Re3+ 53. Kd2 Ke4 54. Rg4+ Kf5 55. Rxh4 Re4 56. Rxe4 Kxe4 57. Bf6 Kf5 58. Be5 Kg4 59. Ke2 Kf5 60. Kf3 Kg5 61. h3 Kf5 62. g4+ Kg5 63. Kg3 Kg6 64. h4 Kh6 65. Kf4 Kg6 66. h5+ Kh6 67. Kg3 Kg5 68. Bf4+ Kf6 69. Kh4 Kg7 70. g5 Kf7 71. Be5 Kg8 72. g6 Kf8 73. Kg5 Kg8 74. Kf6 Kh8 75. h6 Kg8 76. h7+ Kh8 77. Kxe6# 1-0
5,f2XXpncr,2015.12.11,20:36:29,hugo_giraldo,Renaud34,1244,1510,300+4,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 d6 6. Bc4 Qe7 7. O-O c5 8. Qd3 Be6 9. Re1 a6 10. Bd5 Bxd5 11. Qxd5 Nf6 12. Qd3 Qc7 13. Bg5 Be7 14. Nc3 O-O 15. Bxf6 Bxf6 16. Nd5 Qd8 17. c3 b5 18. Rad1 c4 19. Qf3 Be5 20. Qg4 h6 21. Nf4 Bxf4 22. Qxf4 Qe7 23. Rxd6 Rfe8 24. f3 Qe5 25. Qd2 f5 26. Rd5 Qf6 27. Rxf5 Qg6 28. Qd5+ Kh8 29. Rf7 Rad8 30. Qb7 Rd2 31. g3 Rxb2 32. Rd1 Rxa2 33. Rfd7 Ra3 34. R7d6 Qh7 35. Rxa6 Rxc3 36. Qxb5 Rxf3 37. Qxe8+ Qg8 38. Qxg8+ Kxg8 39. Rc1 c3 40. Kg2 Re3 41. Rc6 Rxe4 42. Rc8+ Kh7 43. R1xc3 Re2+ 44. Kh3 Re5 45. g4 Re2 46. R3c6 Re3+ 47. Kh4 Re2 48. h3 Re5 49. R8c7 Rg5 50. Rc5 Rg6 51. Kh5 Rg5+ 52. Kh4 Rg6 53. Kg3 Re6 54. Kh4 Re3 55. Rc3 Re5 56. R7c5 Re6 57. Kh5 Re4 58. Rd3 Re6 59. Kh4 Rf6 60. Kg3 Re6 61. h4 Rg6 62. Rd7 Re6 63. h5 Re3+ 64. Kf4 Re8 65. Kf5 Rf8+ 66. Ke4 Re8+ 67. Kd5 Re1 68. Rcc7 Rd1+ 69. Ke6 Rxd7 70. Rxd7 Kg8 71. Kf5 Kh7 72. Ke6 Kg8 73. Rd8+ Kh7 74. Kf7 g5 75. hxg6# 1-0
0,PwogmlMB,2015.12.11,20:43:03,JoselitoFischer,maxnemax,1752,1970,60+0,Rated Bullet game,1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. e4 Nf6 5. e5 Nd5 6. Bxc4 Nxc3 7. bxc3 b5 8. Bd3 a5 9. Ne2 e6 10. O-O Be7 11. f4 h6 12. Bc2 Na6 13. Qd3 b4 14. Ng3 Bb7 15. f5 Qd7 16. fxe6 fxe6 17. Qg6+ Kd8 18. Bb3 Nc7 19. Qxg7 Re8 20. Qg6 Nd5 21. Qxh6 Nxc3 22. Bb2 Nd5 23. Rac1 Ba6 24. Rf7 Rf8 25. Rxf8+ Bxf8 26. Qxf8+ Qe8 27. Qxe8+ Kxe8 28. Ne4 Bb7 29. Nd6+ Kd7 30. Nxb7 Rb8 31. Nc5+ Ke7 32. Rf1 Rf8 33. Rxf8 Kxf8 34. Nxe6+ Ke7 35. Nf4 Ne3 36. Ne2 Nf5 37. Kf2 Nh4 38. g3 Nf5 39. Kf3 c5 40. Ke4 Nxd4 41. Nxd4 cxd4 42. Bxd4 Ke8 43. Kf5 Kd8 44. Kf6 Ke8 45. e6 Kf8 46. Ba4 b3 47. e7+ Kg8 48. e8=Q+ Kh7 49. Qg6+ Kh8 50. Kf7# 1-0
1,vsMm1Ikc,2015.12.11,22:21:59,klune,kmbz,2084,1965,180+0,Rated Blitz game,1. d4 d6 2. Nf3 g6 3. c4 Bg7 4. Nc3 Nc6 5. e4 Bg4 6. Be3 e5 7. d5 Bxf3 8. Qxf3 Nd4 9. Qd1 c5 10. dxc6 bxc6 11. Bd3 Ne7 12. O-O O-O 13. Rc1 f5 14. c5 f4 15. Bd2 f3 16. g3 Qd7 17. Re1 Qh3 18. Bf1 Qh5 19. cxd6 Nc8 20. d7 Nd6 21. Na4 Rad8 22. Nc5 Qg4 23. h3 Qh5 24. Be3 g5 25. Bxd4 exd4 26. Ne6 Rxd7 27. Nxf8 Kxf8 28. Rxc6 Nf7 29. Rc8+ Nd8 30. e5 g4 31. e6 gxh3 32. exd7 Qg5 33. Qxf3+ Bf6 34. Rxd8+ Kg7 35. Rde8 h2+ 36. Kh1 d3 37. Bxd3 h5 38. Qe4 Bxb2 39. Qh7+ Kf6 40. d8=B# 1-0
0,d0E5b9IS,2015.12.12,02:50:41,Neander,chesspastic,1111,1606,180+8,Rated Classical game,1. e4 Nc6 2. Bb5 Nd4 3. Bd3 e5 4. Qh5 Qf6 5. Qg4 h5 6. Qf3 Nxf3+ 7. gxf3 Bc5 8. Bb5 Qh4 9. Ne2 Qxf2+ 10. Kd1 Qxf3 11. Rf1 Qxe4 12. Bxd7+ Kxd7 13. Rxf7+ Be7 14. Rxg7 Nf6 15. Rxe7+ Kxe7 16. d3 Qh1+ 17. Kd2 Qxh2 18. d4 Ne4+ 19. Ke3 Ng3 20. dxe5 Qxe2+ 21. Kf4 h4 22. Nc3 Qxc2 23. Be3 Qxb2 24. Rd1 Qxc3 25. Kg5 Qxe3+ 26. Kg6 h3 27. Kg7 Rd8 28. Rxd8 Kxd8 29. Kh8 Qxe5+ 30. Kg8 Be6+ 31. Kf8 Kd7# 0-1
0,cRS2i8xf,2015.12.12,06:30:58,Bturner,Venezuela147,1434,1413,900+5,Rated Classical game,1. e4 c5 2. e5 Nc6 3. Nf3 f5 4. exf6 gxf6 5. Bc4 d5 6. Bb5 Bg4 7. O-O Bxf3 8. Qxf3 Qd7 9. Qh5+ Kd8 10. Qf7 Qe8 11. Qxd5+ Kc7 12. d3 e6 13. Bf4+ e5 14. Bxc6 Qxc6 15. Qf7+ Kb6 16. Be3 Ne7 17. Qb3+ Kc7 18. Nc3 Nf5 19. Nb5+ Kd7 20. Qf7+ Ne7 21. Nc3 a6 22. Rad1 h5 23. Ne4 Bh6 24. Nxc5+ Kd6 25. Ne4+ Kd7 26. Nxf6+ Kd6 27. d4 Bxe3 28. dxe5+ Kxe5 29. Qxe7+ Kf5 30. Rd5+ Kg6 31. Re1 Bxf2+ 32. Kxf2 Qxf6+ 33. Qxf6+ Kxf6 34. Rd6+ Kg7 35. Re7+ Kg8 36. Rxb7 a5 37. Kg1 a4 38. a3 Rh7 39. Rg6+ Kh8 40. Rb4 Rc7 41. c3 Kh7 42. Rbb6 Rd7 43. Rh6+ Kg7 44. Rxh5 Rad8 45. Rg5+ Kh7 46. Kf2 Rd2+ 47. Ke3 R2d3+ 48. Ke2 Rd2+ 49. Kf3 R2d3+ 50. Ke4 Rd2 51. Rb7+ Kh6 52. h4 Re2+ 53. Kf4 Rf8+ 54. Kg4 Rxg2+ 55. Kh3 Rxg5 56. hxg5+ Kxg5 57. Rb5+ Kf4 58. Rb4+ Ke3 59. Rxa4 Rf3+ 60. Kh4 Rf2 61. b4 Kf3 62. c4 Rg2 63. c5 Rg4+ 64. Kh3 Rg3+ 65. Kh4 Kf4 66. b5+ Kf3 67. c6 Rg6 68. c7 Rb6 69. c8=Q Rxb5 70. Qc6+ Rd5 71. Qxd5+ Ke3 72. Qd8 Kf3 73. Ra7 Ke3 74. Kh5 Kf3 75. Kh6 Kg3 76. Kh7 Kg4 77. Qf8 Kg5 78. Rg7+ Kh5 79. Qh8 Kh4 80. Kg8# 1-0
0,PhWaPXjq,2015.12.12,08:53:45,MarkRudy,Grokiki,1209,1313,300+5,Rated Classical game,1. Nf3 d5 2. d4 Nf6 3. Bg5 Nc6 4. a3 Bf5 5. Nc3 e6 6. Nb5 a6 7. e4 Bxe4 8. Ne5 axb5 9. Bf4 Be7 10. f3 Bf5 11. Bxb5 O-O 12. Nxc6 bxc6 13. Bxc6 Rb8 14. b3 Bd6 15. Bg5 h6 16. Bd2 Rb6 17. Ba4 Rb8 18. b4 Ra8 19. Bb3 Re8 20. O-O c6 21. c3 Qb8 22. g4 Bd3 23. Rf2 Bg6 24. g5 hxg5 25. Bxg5 Nh5 26. Bh4 Nf4 27. Bg3 Nh3+ 28. Kg2 Nxf2 29. Qe1 Bxg3 30. hxg3 Nd3 31. Qe3 Qb5 32. a4 Qb8 33. Bc2 Nb2 34. Bxg6 fxg6 35. Ra2 Nc4 36. Qd3 Kh7 37. a5 Qb5 38. f4 e5 39. f5 e4 40. Qf1 Ne3+ 41. Kg1 Qxf1+ 42. Kh2 Rh8 43. fxg6+ Kxg6# 0-1
0,PwCcGcWa,2015.12.12,09:34:29,wcasique2000,Vitalij,1579,1685,120+3,Rated Blitz game,1. g3 Nc6 2. Bg2 d5 3. e3 e5 4. h3 Be6 5. b3 Nf6 6. Bb2 Bd6 7. Ne2 O-O 8. d3 Qe7 9. Nd2 Nb4 10. a3 Nc6 11. O-O Qd7 12. Kh2 h6 13. f4 exf4 14. exf4 Nh5 15. Nd4 g6 16. Nxe6 fxe6 17. Nf3 e5 18. fxe5 Nxe5 19. Nxe5 Bxe5 20. Bxe5 Rae8 21. Bf4 Nxf4 22. Rxf4 Rxf4 23. gxf4 Qe6 24. Qf3 c6 25. Rf1 Rf8 26. Rf2 d4 27. Re2 Qd6 28. Qe4 Rxf4 29. Qe6+ Qxe6 30. Rxe6 Kf7 31. Rd6 Rf2 32. Rd7+ Ke6 33. Rxb7 Rxc2 34. Rxa7 Rc3 35. Ra6 Kd6 36. b4 Rxd3 37. b5 Ke5 38. Rxc6 Rxa3 39. Rxg6 d3 40. Rg8 Rb3 41. Bc6 Kd4 42. Rd8+ Ke3 43. h4 Rb2+ 44. Kg3 d2 45. Kg4 Rb1 46. Kh5 d1=Q+ 47. Rxd1 Rxd1 48. Kxh6 Kd4 49. h5 Kc5 50. Kg7 Rg1+ 51. Kh7 Rg5 52. h6 Rg3 53. Kh8 Rg6 54. h7 Rg3 55. Be8 Kb6 56. Bc6 Rg5 57. Be8 Rg3 58. Bc6 Kc7 59. Be8 Kd8 60. Bc6 Ke7 61. Bd5 Kf6 62. Bc6 Kf7 63. Bd5+ Kf8 64. Bc6 Rb3 65. Bd7 Rd3 66. Bc6 Rd8 67. Bg2 Kf7# 0-1
4,Ocs2Is2d,2015.12.12,11:20:44,AdamVonLeipzig,RafixuS,2223,2345,60+0,Rated Bullet game,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. c3 a6 5. cxd4 Nf6 6. e5 Ne4 7. Bd3 d5 8. Bxe4 dxe4 9. Ng5 Nc6 10. Be3 f5 11. exf6 gxf6 12. Qh5+ Ke7 13. Qf7+ Kd6 14. Nxe4+ Kd5 15. Nbc3+ Kc4 16. b3+ Kd3 17. O-O-O# 1-0
3,GMvTszM3,2015.12.12,11:50:37,heyushka,nyny57,982,1197,600+5,Rated Classical game,1. e3 { [%eval 0.13] } 1... d5 { [%eval 0.03] } 2. Qf3?! { [%eval -0.75] } 2... d4? { [%eval 0.27] } 3. Bc4 { [%eval 0.18] } 3... Nh6 { [%eval 0.44] } 4. Qxf7+?? { [%eval -9.15] } 4... Nxf7 { [%eval -9.0] } 5. b3? { [%eval -10.05] } 5... dxe3?! { [%eval -9.22] } 6. Ne2?! { [%eval -11.75] } 6... exf2+ { [%eval -11.63] } 7. Kxf2 { [%eval -11.89] } 7... Nc6 { [%eval -11.08] } 8. Nf4 { [%eval -19.32] } 8... Qd4+ { [%eval -19.12] } 9. Kf3 { [%eval -20.98] } 9... Nfe5+ { [%eval -22.51] } 10. Kg3 { [%eval -25.05] } 10... Nxc4 { [%eval -17.85] } 11. c3 { [%eval -18.33] } 11... Qe5 { [%eval -17.72] } 12. bxc4 { [%eval -22.84] } 12... e6 { [%eval -16.12] } 13. d4 { [%eval -16.87] } 13... Qg5+ { [%eval -14.91] } 14. Kf3 { [%eval -16.22] } 14... e5 { [%eval -15.36] } 15. Ne6 { [%eval -20.04] } 15... Qf5+ { [%eval -20.15] } 16. Ke3 { [%eval -24.27] } 16... Bxe6 { [%eval -24.53] } 17. dxe5?! { [%eval #-3] } 17... Qxe5+?! { [%eval #-6] } 18. Kf3 { [%eval #-5] } 18... Bc5 { [%eval #-4] } 19. Nd2 { [%eval #-1] } 19... O-O# 0-1
