number,path,date,time,white,black,white elo,black elo,time control,event,moves
1,xqGJKdmP,2015.12.16,14:13:14,SuriKillz,ali9900,1576,1430,1500+0,Rated Classical game,1. e3 e5 2. a3 d6 3. Nc3 h6 4. b3 Bd7 5. Bb2 Bc6 6. Qe2 Nf6 7. h3 Be7 8. Nf3 e4 9. Nh4 a6 10. g3 g5 11. Nf5 Rg8 12. Nxh6 Rg6 13. Nf5 Nbd7 14. Bg2 d5 15. Nd4 Bc5 16. Nf5 d4 17. exd4 Bd6 18. d5 Bb5 19. Nxb5 axb5 20. Nxd6+ cxd6 21. Bxe4 Rg8 22. Bh7+ Ne5 23. Qxb5+ Ned7 24. Bxg8 Nxg8 25. O-O-O Ra5 26. Qb4 Qb6 27. Rde1+ Ne7 28. Qc3 Rxd5 29. Qc8+ Qd8 30. Qxb7 Rc5 31. Qb4 Ne5 32. Bxe5 dxe5 33. Qxc5 f6 34. h4 Nd5 35. hxg5 Nc7 36. Rh8+ Kd7 37. Rxd8+ Kxd8 38. gxf6 Kd7 39. f7 Ne6 40. Qxe5 Nf8 41. Qe7+ Kc6 42. Qe8+ Nd7 43. Re6+ Kd5 44. Qxd7+ Kc5 45. f8=B# 1-0
0,NqCeiAar,2015.12.16,16:39:51,pincopallo,Manuek,1900,1726,180+0,Rated Blitz game,1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. c3 O-O 5. Ne2 Nc6 6. O-O d5 7. exd5 Nxd5 8. Nd2 Be6 9. Ne4 Na5 10. Bb5 a6 11. Ba4 b5 12. Bc2 Nc6 13. f4 f5 14. Ng5 Bxg5 15. fxg5 f4 16. d4 Qxg5 17. dxe5 Qxe5 18. Nd4 Ne3 19. Nxc6 Qc5 20. Bxe3 fxe3 21. Qe2 Qxc6 22. Qxe3 Rxf1+ 23. Rxf1 Re8 24. Qe4 Qxe4 25. Bxe4 Bxa2 26. Bb7 Bc4 27. Ra1 Re2 28. Rxa6 Rxb2 29. Ra8+ Kf7 30. h3 Rc2 31. Rc8 Rxc3 32. Rxc7+ Kf6 33. Kh2 Rc1 34. Bd5 Rc2 35. Bb7 b4 36. Ba6 Bb3 37. Rxc2 Bxc2 38. Bc4 b3 39. Bxb3 Bxb3 40. Kg3 Kf5 41. Kf3 Bd5+ 42. Kg3 g5 43. Kh2 Kf4 44. g3+ Kf3 45. h4 g4 46. h5 h6 47. Kg1 Kxg3 48. Kf1 Kf3 49. Kg1 g3 50. Kh1 Kf2# 0-1
0,KeJcxfto,2015.12.16,16:55:53,PMW97,Supernowa,1589,1597,600+0,Rated Classical game,1. d4 { [%eval 0.1] } 1... e6 { [%eval 0.32] } 2. c4 { [%eval 0.18] } 2... Nf6 { [%eval 0.12] } 3. Nc3 { [%eval 0.14] } 3... Bb4 { [%eval 0.26] } 4. Bd2 { [%eval 0.17] } 4... O-O { [%eval 0.19] } 5. a3 { [%eval 0.12] } 5... Be7 { [%eval 0.15] } 6. Nf3 { [%eval 0.06] } 6... c6 { [%eval 0.31] } 7. e4 { [%eval 0.32] } 7... d5 { [%eval 0.29] } 8. cxd5 { [%eval 0.21] } 8... cxd5 { [%eval 0.17] } 9. exd5 { [%eval 0.18] } 9... exd5 { [%eval 0.34] } 10. Bg5 { [%eval -0.13] } 10... Be6 { [%eval 0.09] } 11. Bb5 { [%eval 0.02] } 11... a6 { [%eval -0.07] } 12. Ba4 { [%eval -0.17] } 12... b5 { [%eval 0.13] } 13. Bb3 { [%eval -0.18] } 13... Nc6 { [%eval 0.0] } 14. O-O { [%eval -0.18] } 14... h6 { [%eval 0.01] } 15. Bh4 { [%eval 0.05] } 15... Na5 { [%eval 0.06] } 16. Bc2 { [%eval -0.03] } 16... Nc4 { [%eval -0.04] } 17. Bxf6 { [%eval -0.44] } 17... Bxf6 { [%eval -0.47] } 18. Qd3 { [%eval -0.36] } 18... g6 { [%eval -0.46] } 19. Nd1?! { [%eval -1.26] } 19... Bf5 { [%eval -1.21] } 20. Qc3 { [%eval -1.07] } 20... Bxc2?! { [%eval -0.36] } 21. Qxc2 { [%eval -0.39] } 21... Kg7 { [%eval -0.25] } 22. b3 { [%eval -0.17] } 22... Nb6 { [%eval 0.13] } 23. Ne3 { [%eval -0.01] } 23... Rc8 { [%eval 0.24] } 24. Qd2 { [%eval 0.15] } 24... h5 { [%eval 0.35] } 25. Rac1 { [%eval 0.0] } 25... Rxc1 { [%eval 0.0] } 26. Rxc1 { [%eval 0.2] } 26... Qd6 { [%eval 0.0] } 27. Qa5 { [%eval -0.12] } 27... Ra8 { [%eval 0.25] } 28. Qc3?! { [%eval -0.38] } 28... Qxa3 { [%eval -0.3] } 29. g4?? { [%eval -4.0] } 29... hxg4 { [%eval -3.72] } 30. Nxg4?! { [%eval -4.4] } 30... Qe7?? { [%eval 0.0] } 31. Qd2 { [%eval 0.0] } 31... Rh8 { [%eval 0.0] } 32. Rc6 { [%eval 0.0] } 32... Nc8?? { [%eval 5.05] } 33. Nxf6?! { [%eval 4.21] } 33... Nd6 { [%eval 4.29] } 34. Rxd6?? { [%eval 0.0] } 34... Qxd6 { [%eval 0.0] } 35. Qg5?? { [%eval -4.15] } 35... Qxf6 { [%eval -4.27] } 36. Qxd5 { [%eval -4.74] } 36... Rd8?! { [%eval -3.89] } 37. Qe5?! { [%eval -4.78] } 37... Qxe5 { [%eval -5.1] } 38. dxe5?! { [%eval -6.04] } 38... Re8? { [%eval -4.26] } 39. Kg2? { [%eval -6.42] } 39... f6? { [%eval -3.83] } 40. exf6+?! { [%eval -4.66] } 40... Kxf6 { [%eval -3.46] } 41. Nd4 { [%eval -4.68] } 41... Ke5 { [%eval -4.77] } 42. Nc6+ { [%eval -5.5] } 42... Kd5?! { [%eval -4.74] } 43. Na5? { [%eval -6.46] } 43... Kc5 { [%eval -6.09] } 44. Nb7+? { [%eval -8.53] } 44... Kb4? { [%eval -5.84] } 45. Nd6? { [%eval -7.17] } 45... Re6 { [%eval -9.62] } 46. Nf7 { [%eval -8.3] } 46... Kxb3 { [%eval -8.65] } 47. Ng5 { [%eval -9.1] } 47... Rf6? { [%eval -7.96] } 48. Nh7? { [%eval -10.08] } 48... Rf7 { [%eval -9.47] } 49. Ng5 { [%eval -8.71] } 49... Ra7 { [%eval -8.57] } 50. Nh3? { [%eval -12.47] } 50... Kc3 { [%eval -11.94] } 51. Nf4 { [%eval -11.18] } 51... b4 { [%eval -11.68] } 52. Nxg6?! { [%eval #-12] } 52... b3?! { [%eval -20.62] } 53. Nf4 { [%eval -50.26] } 53... b2 { [%eval -22.26] } 54. Ne2+ { [%eval -23.96] } 54... Kc2 { [%eval -15.54] } 55. Nd4+ { [%eval -53.8] } 55... Kc1 { [%eval -19.86] } 56. Nb3+?! { [%eval #-8] } 56... Kd1 { [%eval #-7] } 57. Na5 { [%eval #-6] } 57... b1=Q { [%eval #-5] } 58. Nc6 { [%eval #-3] } 58... Rg7+?! { [%eval #-4] } 59. Kf1 { [%eval #-1] } 59... Kd2# 0-1
0,PeyVdZD4,2015.12.16,17:04:58,artem2002,unal1,1859,1399,300+0,Rated Blitz tournament https://lichess.org/tournament/GM8UWKwd,1. d4 d5 2. c4 e6 3. Nc3 Bb4 4. Nf3 Nf6 5. Bg5 Bxc3+ 6. bxc3 Nc6 7. e3 h6 8. Bh4 g5 9. Bg3 Ne4 10. Qc2 h5 11. Bd3 h4 12. Bxe4 dxe4 13. Be5 f6 14. Qxe4 fxe5 15. Qg6+ Ke7 16. Nxg5 Rg8 17. Qf7+ Kd6 18. c5+ Kd5 19. e4+ Kc4 20. Nxe6 Bxe6 21. Qxe6+ Kxc3 22. Rc1+ Kb2 23. Qb3+ Kxc1 24. Ke2# 1-0
1,7VcDLW0V,2015.12.16,17:22:48,midoal,yaya,2157,2449,60+0,Rated Bullet game,1. d4 Nf6 2. e3 e6 3. Nf3 d5 4. Bd3 b6 5. O-O Bb7 6. Nbd2 Ne4 7. b3 Nd7 8. Bb2 Ndf6 9. c4 c6 10. Ne5 Bd6 11. f3 Nxd2 12. Qxd2 Bxe5 13. dxe5 Nd7 14. e4 Qe7 15. exd5 cxd5 16. cxd5 Bxd5 17. Rac1 O-O 18. Rc7 Rfc8 19. Rfc1 Rxc7 20. Rxc7 Qd8 21. Qc2 Nc5 22. Bxh7+ Kh8 23. Rxc5 bxc5 24. Be4 Bxe4 25. Qxe4 Qd1+ 26. Kf2 Qd2+ 27. Qe2 Qxe2+ 28. Kxe2 Rc8 29. Kd3 Kh7 30. Kc4 a6 31. Ba3 Kg6 32. Bxc5 Kf5 33. Kb4 Kxe5 34. Bb6 Kf4 35. Ka5 Rc2 36. a4 Rxg2 37. Kxa6 Rxh2 38. Bc7+ e5 39. Kb7 Rb2 40. a5 Rxb3+ 41. Bb6 Rxf3 42. a6 Ra3 43. a7 f5 44. a8=Q Rxa8 45. Kxa8 e4 46. Bd8 e3 47. Bc7+ Kf3 48. Bb6 f4 49. Kb7 e2 50. Ba5 Kg2 51. Kc6 Kf1 52. Kd5 f3 53. Ke4 f2 54. Ke3 e1=Q+ 55. Bxe1 fxe1=Q+ 56. Kf3 Qe2+ 57. Kg3 Qg2+ 58. Kh4 g5+ 59. Kh5 g4 60. Kh4 g3 61. Kh5 Qf2 62. Kh4 g2+ 63. Kh3 Qf3+ 64. Kh2 g1=B# 0-1
0,VfysUzUE,2015.12.16,18:53:31,VMF-K210,rwesley10,1404,1881,30+0,Rated Bullet tournament https://lichess.org/tournament/BpFMwcSB,1. e4 b6 2. Nf3 Bb7 3. Bc4 e6 4. d3 Nf6 5. Qd2 Bc5 6. Ng5 O-O 7. Nxh7 d5 8. Nxf6+ Qxf6 9. O-O dxc4 10. Qf4 Nc6 11. Qxf6 gxf6 12. h4 Rfe8 13. h5 cxd3 14. h6 Ne5 15. cxd3 Ng4 16. Kh1 Nxf2+ 17. Rxf2 Bxf2 18. Be3 Bxe3 19. h7+ Kxh7 20. Nd2 Rh8 21. Rf1 Kg6# 0-1
2,LuUItqRs,2015.12.16,19:22:11,chickenrook,extrachess,1505,1365,240+20,Rated Classical game,1. e4 e6 2. d4 c6 3. e5 h6 4. Nf3 Ne7 5. b3 b5 6. Ba3 Qa5+ 7. c3 b4 8. Bxb4 Qb6 9. Qd2 Ba6 10. c4 Bb7 11. c5 Qc7 12. Ba5 Qc8 13. g4 Nd5 14. g5 hxg5 15. Nxg5 Ba6 16. Nc3 Bxf1 17. Rxf1 Nxc3 18. Bxc3 a5 19. Qf4 f6 20. exf6 Qd8 21. f7+ Ke7 22. Qd6+ Kf6 23. d5+ Kxg5 24. Rg1+ Kh6 25. Qf4+ Kh7 26. Bf6 Qxf6 27. Qxf6 gxf6 28. O-O-O Bh6+ 29. Kc2 Na6 30. dxe6 dxe6 31. Rd7 Nxc5 32. f8=N# 1-0
0,DCsWbGUM,2015.12.16,21:31:07,decidement,DistrAct,1837,1883,30+0,Rated Bullet tournament https://lichess.org/tournament/RjbH4t0I,1. e4 Nf6 2. Nf3 Nxe4 3. Ng5 Nf6 4. Nxf7 Kxf7 5. Bc4+ e6 6. Bd3 d5 7. Bg6+ hxg6 8. d4 Nc6 9. Qf3 Nxd4 10. Qxf6+ gxf6 11. Bg5 Nxc2+ 12. Kd2 Nxa1 13. Bxf6 Kxf6 14. Kc3 Qd6 15. b3 Qb4+ 16. Kb2 Nc2 17. Kxc2 b6 18. Kb2 Ba6 19. Nd2 Qxd2+ 20. Kb1 Bd3+ 21. Ka1 Bg7 22. Rd1 Ke7# 0-1
0,or6kBhsz,2015.12.17,00:50:51,villanezco,torturer_123,1712,1806,120+1,Rated Bullet game,1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. Be3 Nbd7 5. f3 Be7 6. Bc4 O-O 7. Nge2 c6 8. Qd2 b5 9. Bb3 a5 10. a4 b4 11. Nd1 Nh5 12. g4 Bh4+ 13. Ng3 Nxg3 14. hxg3 Bxg3+ 15. Bf2 Bxf2+ 16. Nxf2 exd4 17. Qxd4 Qf6 18. Qxf6 Nxf6 19. O-O-O Rd8 20. Nh3 Be6 21. Bxe6 fxe6 22. Nf4 Kf7 23. g5 e5 24. gxf6 exf4 25. fxg7 Kxg7 26. Rdg1+ Kh8 27. Rh6 Ra7 28. Rg4 Rf7 29. b3 d5 30. Rxc6 dxe4 31. fxe4 f3 32. Rg1 f2 33. Rf1 Rg8 34. Rd6 Rg1 35. Rdd1 Rxf1 36. Rxf1 h5 37. Kd2 h4 38. Ke3 Kg7 39. Rxf2 Rxf2 40. Kxf2 Kf6 41. Kf3 Ke5 42. Kg4 Kxe4 43. Kxh4 Kd4 44. Kg4 Kc3 45. Kf3 Kxc2 46. Ke3 Kxb3 47. Kd3 Kxa4 48. Kc4 Ka3 49. Kd3 b3 50. Kd2 Ka2 51. Kc1 b2+ 52. Kc2 b1=Q+ 53. Kc3 Qb3+ 54. Kd2 a4 55. Kc1 a3 56. Kd2 Qb2+ 57. Kd1 Kb1 58. Ke1 a2 59. Kf1 a1=Q 60. Kg1 Ka2# 0-1
0,5XXWZdik,2015.12.17,08:22:32,sente,mhc2002,1276,1217,300+3,Rated Blitz game,1. e4 { [%eval 0.13] } 1... e5 { [%eval 0.3] } 2. d4 { [%eval 0.04] } 2... exd4 { [%eval -0.07] } 3. Nf3 { [%eval -0.09] } 3... Nc6 { [%eval 0.2] } 4. Nxd4 { [%eval 0.0] } 4... Nxd4?! { [%eval 0.58] } 5. Qxd4 { [%eval 0.43] } 5... Nf6?! { [%eval 1.18] } 6. Bg5?! { [%eval 0.26] } 6... h6 { [%eval 0.47] } 7. Bxf6 { [%eval 0.34] } 7... Qxf6 { [%eval 0.27] } 8. Qxf6 { [%eval 0.27] } 8... gxf6 { [%eval 0.29] } 9. Nc3 { [%eval 0.23] } 9... Bg7 { [%eval 0.5] } 10. Nd5 { [%eval 0.43] } 10... c6? { [%eval 2.43] } 11. Nc7+ { [%eval 2.39] } 11... Kf8?! { [%eval 3.25] } 12. Nxa8 { [%eval 3.44] } 12... f5 { [%eval 3.31] } 13. c3?! { [%eval 2.43] } 13... fxe4 { [%eval 2.27] } 14. Nc7?! { [%eval 1.5] } 14... d5? { [%eval 2.69] } 15. f4? { [%eval 1.53] } 15... h5?! { [%eval 2.16] } 16. Rd1 { [%eval 2.1] } 16... Bh6 { [%eval 2.57] } 17. g3 { [%eval 2.63] } 17... h4 { [%eval 2.75] } 18. c4 { [%eval 2.6] } 18... hxg3? { [%eval 5.08] } 19. hxg3 { [%eval 4.94] } 19... Kg7 { [%eval 5.42] } 20. cxd5 { [%eval 5.06] } 20... cxd5? { [%eval 6.06] } 21. Rxd5 { [%eval 6.46] } 21... Bxf4 { [%eval 6.77] } 22. Rxh8 { [%eval 6.8] } 22... Kxh8?? { [%eval 10.33] } 23. Rd8+ { [%eval 10.08] } 23... Kg7 { [%eval 10.19] } 24. Rxc8?? { [%eval 6.63] } 24... Bxg3+ { [%eval 6.57] } 25. Ke2 { [%eval 6.79] } 25... f5?! { [%eval 7.5] } 26. Ne6+?! { [%eval 6.6] } 26... Kf6 { [%eval 6.6] } 27. Nd4 { [%eval 6.98] } 27... a5? { [%eval 8.13] } 28. Rf8+ { [%eval 8.01] } 28... Ke5 { [%eval 8.4] } 29. Nxf5 { [%eval 8.18] } 29... b5? { [%eval 52.74] } 30. Nxg3 { [%eval 52.78] } 30... b4 { [%eval 61.2] } 31. Rf5+ { [%eval #12] } 31... Kd4 { [%eval #4] } 32. Rxa5 { [%eval #3] } 32... Kc4 { [%eval #1] } 33. Ke3# 1-0
0,4N14tr04,2015.12.17,09:03:19,siddharthabuddha,davud1366,1734,1431,600+0,Rated Classical game,1. e4 e5 2. f4 d5 3. Nf3 dxe4 4. Nxe5 Qf6 5. d3 g5 6. dxe4 gxf4 7. Nf3 Bg4 8. Be2 Bxf3 9. Bxf3 Qh4+ 10. Kf1 Bc5 11. Qd2 Be3 12. Qe2 Bxc1 13. Qb5+ Nc6 14. Nc3 Be3 15. Qe2 O-O-O 16. g3 fxg3 17. hxg3 Qxg3 18. Qxe3 Nd4 19. Rg1 Qxf3+ 20. Qxf3 Nxf3 21. Rg3 Nd2+ 22. Ke2 Nf6 23. Rd1 Nfxe4 24. Nxe4 Nxe4 25. Re3 Rxd1 26. Kxd1 f5 27. Ra3 a6 28. Ra5 f4 29. Rf5 Nf2+ 30. Ke2 Nh3 31. Kf3 Rd8 32. Kg4 Nf2+ 33. Kf3 Rd2 34. Rxf4 Rxc2 35. b3 Rxa2 36. Rf8+ Kd7 37. Rf7+ Kc6 38. Rxh7 Rb2 39. Rh6+ Kb5 40. Rh5+ Kb6 41. Rh7 Nd3 42. Rd7 Rxb3 43. Rh7 c5 44. Rh6+ Ka7 45. Ke4 b6 46. Kd5 a5 47. Kc6 Ka6 48. Rh8 Ne5+ 49. Kc7 Kb5 50. Kd6 Nf7+ 51. Kd5 Nxh8 52. Kd6 a4 53. Kc7 a3 54. Kb7 a2 55. Kb8 a1=Q 56. Kb7 Kc4 57. Kc7 b5 58. Kc6 b4 59. Kd6 Ra3 60. Kc6 b3 61. Kc7 b2 62. Kd7 b1=Q 63. Kc7 Kb4 64. Kc6 c4 65. Kb6 c3 66. Kc6 c2 67. Kb6 c1=Q 68. Kb7 Rd3 69. Kb6 Kc3+ 70. Kc6 Kd2# 0-1
4,0XAQiBH7,2015.12.17,10:29:12,Anandamayi,BigWall1990,2529,2381,30+0,Rated Bullet game,1. e4 d5 2. exd5 Nf6 3. Nf3 c6 4. d4 cxd5 5. Be2 Nc6 6. O-O e6 7. h3 Bd6 8. c3 Qc7 9. Bd3 h6 10. Re1 g5 11. Nbd2 g4 12. hxg4 Nxg4 13. Ne5 Ngxe5 14. dxe5 Nxe5 15. Nf3 Nxd3 16. Qxd3 Rg8 17. c4 dxc4 18. Qe4 Bd7 19. Bf4 Bc6 20. Bxd6 Qxd6 21. Qxc4 Bxf3 22. g3 Rxg3+ 23. Kf1 Rh3 24. Qb5+ Bc6 25. Qxc6+ Qxc6 26. Ke2 Qc4+ 27. Kd2 Rd3+ 28. Ke2 Rh3+ 29. Kd2 O-O-O# 0-1
0,LM8a5BMA,2015.12.17,12:30:20,babalu21,mateuslazaro,1364,1233,600+5,Rated Classical game,1. e4 { [%eval 0.07] } 1... g6?! { [%eval 0.62] } 2. Nf3 { [%eval 0.5] } 2... Bg7 { [%eval 0.56] } 3. Bc4 { [%eval 0.27] } 3... e6 { [%eval 0.33] } 4. O-O { [%eval 0.36] } 4... b6 { [%eval 0.54] } 5. Nc3 { [%eval 0.41] } 5... Ba6 { [%eval 0.8] } 6. d3?! { [%eval 0.26] } 6... b5? { [%eval 1.43] } 7. Bxb5 { [%eval 1.31] } 7... h5 { [%eval 1.76] } 8. Bxa6 { [%eval 1.8] } 8... Nxa6 { [%eval 1.74] } 9. Nb5 { [%eval 1.4] } 9... c6? { [%eval 2.45] } 10. Nd6+ { [%eval 2.55] } 10... Kf8 { [%eval 2.48] } 11. Bg5?! { [%eval 1.77] } 11... Bf6? { [%eval 3.13] } 12. Bh6+?? { [%eval -2.18] } 12... Rxh6 { [%eval -1.87] } 13. a4? { [%eval -2.88] } 13... h4?! { [%eval -1.94] } 14. g3?! { [%eval -2.78] } 14... hxg3?! { [%eval -1.89] } 15. fxg3 { [%eval -1.93] } 15... Qc7 { [%eval -1.61] } 16. Nc4?! { [%eval -2.56] } 16... c5? { [%eval -0.24] } 17. a5? { [%eval -2.46] } 17... Bd4+?! { [%eval -1.56] } 18. Kg2?! { [%eval -2.54] } 18... f5?! { [%eval -1.57] } 19. exf5?! { [%eval -2.43] } 19... gxf5 { [%eval -2.48] } 20. Ng5?! { [%eval -3.29] } 20... Rg6? { [%eval -1.89] } 21. Nh7+?? { [%eval -4.93] } 21... Kf7? { [%eval -2.5] } 22. Ne5+?? { [%eval -8.17] } 22... Qxe5?! { [%eval -7.51] } 23. Qh5? { [%eval -8.88] } 23... Nf6? { [%eval -7.58] } 24. Ng5+? { [%eval -9.37] } 24... Kg7 { [%eval -9.61] } 25. Qh7+ { [%eval -21.79] } 25... Nxh7 { [%eval -20.25] } 26. Nxh7?! { [%eval #-9] } 26... Kxh7?! { [%eval -22.25] } 27. g4?! { [%eval #-3] } 27... Rxg4+ { [%eval #-2] } 28. Kh3 { [%eval #-2] } 28... Rh8?! { [%eval #-2] } 29. c3 { [%eval #-1] } 29... Kg7# 0-1
0,a218X8kR,2015.12.17,12:59:36,qohelet,Parve,1308,1115,300+0,Rated Blitz game,1. e4 e5 2. Nc3 Qh4 3. Nf3 Qxe4+ 4. Nxe4 d5 5. Ng3 e4 6. Nd4 c5 7. Nb3 c4 8. Nd4 Bc5 9. c3 b5 10. Nxb5 a6 11. Nd4 f5 12. Ngxf5 g6 13. Ng3 h5 14. b4 Bg4 15. f3 Bd7 16. bxc5 Nc6 17. fxe4 Ne5 18. exd5 Nd3+ 19. Bxd3 Bg4 20. Be2 O-O-O 21. Bxg4+ hxg4 22. c6 Rxd5 23. Qxg4+ Kd8 24. Ne6+ Ke7 25. Qxg6 Rh6 26. Qxg8 Rxe6+ 27. Kf1 Rf6+ 28. Kg1 Rf8 29. Qxd5 Rd8 30. Qxc4 Rc8 31. Qxa6 Kd6 32. Qxc8 Ke5 33. a4 Kd5 34. a5 Ke5 35. a6 Kd5 36. a7 Ke5 37. a8=Q Kd5 38. Ra5+ Kc4 39. Qaa6+ Kb3 40. Qcb7+ Kc2 41. Ra2+ Kxc1 42. Qb2+ Kd1 43. Kf2# 1-0
0,ez9zqt1y,2015.12.17,17:08:39,madhatt3r,DarkDeath003,1568,1111,420+0,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. a3 d5 5. exd5 Nxd5 6. Nxd5 Qxd5 7. d3 e4 8. Qe2 Nd4 9. Nxd4 Qxd4 10. Qxe4+ Qxe4+ 11. dxe4 Bc5 12. Bc4 O-O 13. O-O b5 14. Bxb5 a6 15. Bc4 c6 16. Re1 Bg4 17. e5 Rfe8 18. h3 Be6 19. Bxe6 Rxe6 20. Kf1 f6 21. exf6 Rxe1+ 22. Kxe1 gxf6 23. Bf4 Re8+ 24. Kf1 Re4 25. Bg3 f5 26. Re1 Rc4 27. Re6 Rxc2 28. Rxc6 Rc1+ 29. Ke2 Rc2+ 30. Kd3 Rxb2 31. Rxc5 Rb3+ 32. Kc2 Rxa3 33. Rxf5 Kg7 34. Kb2 Ra4 35. Kb3 Rd4 36. Be5+ Kg6 37. Bxd4 Kxf5 38. Be3 Ke5 39. Ka4 Kf6 40. Ka5 Kg7 41. Kxa6 h5 42. Kb6 Kh7 43. g3 Kg6 44. Kc5 Kf5 45. f3 Ke5 46. Kc4 Kf5 47. Kd4 Kg6 48. Ke4 Kf6 49. h4 Kg6 50. Bg5 Kh7 51. Kf5 Kg7 52. g4 hxg4 53. fxg4 Kf7 54. Bf4 Kg7 55. Kg5 Kf7 56. Kh6 Kf6 57. Bg5+ Kf7 58. Bc1 Kf6 59. Bb2+ Kf7 60. Kg5 Ke7 61. Kf5 Kf7 62. g5 Kg8 63. h5 Kf7 64. h6 Kg8 65. g6 Kf8 66. Kf6 Kg8 67. h7+ Kh8 68. Kg5# 1-0
0,lvfZA8hU,2015.12.17,17:29:25,Chess-Beginner,DustinEtmanski,888,1135,300+0,Rated Blitz game,1. e4 { [%eval 0.23] } 1... d6 { [%eval 0.49] } 2. Bc4 { [%eval 0.12] } 2... e6 { [%eval 0.19] } 3. d4 { [%eval 0.08] } 3... Qd7?! { [%eval 0.68] } 4. d5 { [%eval 0.44] } 4... b5 { [%eval 0.79] } 5. dxe6 { [%eval 0.77] } 5... Qc6?? { [%eval 9.36] } 6. Nf3?? { [%eval -1.71] } 6... bxc4?! { [%eval -0.73] } 7. O-O? { [%eval -2.47] } 7... Bxe6 { [%eval -2.12] } 8. Nc3 { [%eval -2.51] } 8... d5?? { [%eval 3.0] } 9. exd5 { [%eval 2.8] } 9... Bxd5 { [%eval 2.74] } 10. Qe1+?? { [%eval -1.44] } 10... Ne7?! { [%eval -0.65] } 11. Ne5? { [%eval -1.86] } 11... Qe6 { [%eval -1.86] } 12. Bg5? { [%eval -2.97] } 12... h6? { [%eval -1.42] } 13. Rd1? { [%eval -3.76] } 13... hxg5 { [%eval -3.86] } 14. Rxd5?! { [%eval -4.83] } 14... Nxd5 { [%eval -4.92] } 15. Nxd5 { [%eval -4.84] } 15... Qxd5 { [%eval -4.93] } 16. Nxf7+?? { [%eval -12.08] } 16... Kxf7 { [%eval -12.17] } 17. b3 { [%eval -13.01] } 17... Bd6 { [%eval -12.81] } 18. bxc4?! { [%eval #-8] } 18... Bxh2+ { [%eval #-7] } 19. Kh1 { [%eval #-7] } 19... Bg3+ { [%eval #-6] } 20. Kg1 { [%eval #-6] } 20... Qd4 { [%eval #-5] } 21. c3 { [%eval #-3] } 21... Qxc4? { [%eval -9.24] } 22. fxg3+ { [%eval -8.67] } 22... Kg8?? { [%eval 0.0] } 23. Qe8+ { [%eval 0.0] } 23... Kh7 { [%eval 0.0] } 24. Qe1?? { [%eval -10.6] } 24... Qc5+ { [%eval -9.81] } 25. Kh2? { [%eval #-1] } 25... Kg6# 0-1
4,goWMcEzs,2015.12.17,18:18:54,whogeeyao,RenanOliveira,2344,2210,60+0,Rated Bullet game,1. e4 d6 2. Nc3 c5 3. Nf3 Nc6 4. d4 g6 5. dxc5 dxc5 6. Qxd8+ Nxd8 7. Be3 b6 8. Nd5 Ne6 9. Ng5 Rb8 10. Nxe6 Bxe6 11. Bf4 Rc8 12. Nc7+ Kd7 13. Bb5+ Kd8 14. Nxe6+ fxe6 15. O-O-O# 1-0
0,Wf8mNuW6,2015.12.17,20:02:05,antonstrik,spaceman19500,1755,1845,300+8,Rated Classical game,1. e4 d6 2. Bc4 Nf6 3. d3 e6 4. Nf3 Be7 5. Nc3 h6 6. Be3 O-O 7. Qd2 Ng4 8. Bf4 e5 9. Bg3 c6 10. d4 Qc7 11. h3 exd4 12. Nxd4 Ne5 13. Bb3 Na6 14. f4 Nd7 15. Nf5 Ndc5 16. Nxe7+ Qxe7 17. O-O-O Nxb3+ 18. axb3 Rd8 19. f5 d5 20. exd5 Bxf5 21. d6 Qd7 22. Be5 Nb4 23. Bxg7 Bxc2 24. Qxh6 Bh7 25. Ne4 Na2+ 26. Kd2 f5 27. Nf6+ Kf7 28. Nxd7 Rxd7 29. Qxh7 Rxd6+ 30. Bd4+ Ke6 31. Rhe1+ Kd5 32. Qxf5+ Kxd4 33. Ke2# 1-0
0,Xe3wiGld,2015.12.17,22:38:43,KOLOLAKA,popoclub,1596,2293,60+0,Rated Bullet tournament https://lichess.org/tournament/7YCeZtvj,1. e4 c5 2. e5 d6 3. f4 Qd7 4. Bc4 dxe5 5. Bxf7+ Kxf7 6. Qh5+ g6 7. Qf3 Bg7 8. fxe5+ Ke8 9. d4 Nc6 10. Nh3 Nxd4 11. Qf2 Qf5 12. Qd2 Nxc2+ 13. Kd1 Nxa1 14. Nf2 Qxb1 15. Nd3 Bf5 16. Rf1 Rd8 17. Ke2 Bxd3+ 18. Qxd3 Qxd3+ 19. Kf2 Bxe5 20. Re1 Bd4+ 21. Be3 Bxe3+ 22. Rxe3 Qd2+ 23. Kf3 Qd4 24. g4 Nf6 25. g5 Qd5+ 26. Kf2 Nh5 27. Ke2 Rf8 28. Rxe7+ Kxe7 29. Ke3 Rde8 30. Ke2 Kd7# 0-1
