number,path,date,time,white,black,white elo,black elo,time control,event,moves
4,PsDWkpct,2014.08.16,16:56:53,vinclwd,udo66,1599,1589,600+0,Rated Classical game,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 Bd6 5. dxe5 Nxe5 6. Nxe5 Bxe5 7. f3 d6 8. f4 Bg4 9. Be2 Bxe2 10. Kxe2 Qd7 11. fxe5 Qg4+ 12. Kd3 Qxe4+ 13. Kd2 Qxg2+ 14. Kd3 Qe4+ 15. Kd2 dxe5 16. Re1 O-O-O# 0-1
0,Fy0mPATz,2014.08.17,15:54:48,IDLester,marcton73609178,1500,1383,480+8,Rated Classical game,1. e4 e5 2. Bc4 c6 3. Qf3 Qf6 4. d3 Qxf3 5. Nxf3 f6 6. d4 b5 7. Bd3 d6 8. dxe5 dxe5 9. c4 a6 10. b3 Bb4+ 11. Bd2 Bxd2+ 12. Nbxd2 a5 13. cxb5 cxb5 14. Bxb5+ Bd7 15. Bc4 Nc6 16. Bd5 Nge7 17. Nc4 Nxd5 18. exd5 Nb4 19. d6 Nc2+ 20. Kd2 Nxa1 21. Rxa1 O-O 22. Nb6 Rad8 23. Ke3 Bc6 24. Rd1 Bxf3 25. gxf3 f5 26. f4 exf4+ 27. Kxf4 Rf7 28. d7 Rf6 29. Nd5 Rf7 30. Nb6 Kf8 31. a3 Ke7 32. Ke5 Rff8 33. Kd5 Rb8 34. Kc6 Rfd8 35. Kc7 g5 36. Nd5+ Ke6 37. b4 Rxd7+ 38. Kxb8 Rd6 39. Nc7+ Kd7 40. Rxd6+ Kxd6 41. bxa5 Kc6 42. a6 g4 43. a7 f4 44. a8=Q+ Kb6 45. Qb7+ Kc5 46. Qe4 f3 47. Qxg4 h5 48. Qxf3 h4 49. a4 h3 50. a5 Kd6 51. a6 Kd7 52. a7 Kd8 53. a8=Q Ke7 54. Qfe4+ Kd7 55. Qe6+ Kd8 56. Kb7# 1-0
0,L4t95Hfr,2014.08.18,15:02:54,Benimacleter,kostiz5190,1474,1349,600+8,Rated Classical game,1. e4 d6 2. d4 Nc6 3. Nf3 Bg4 4. Nc3 Bxf3 5. Qxf3 Nxd4 6. Qd3 c5 7. Be3 e5 8. Bxd4 exd4 9. Nd5 Qa5+ 10. c3 Nf6 11. Nxf6+ gxf6 12. Qb5+ Qxb5 13. Bxb5+ Kd8 14. cxd4 cxd4 15. Rd1 Bg7 16. Rxd4 Kc7 17. O-O f5 18. Rd5 fxe4 19. Re1 a6 20. Rc1+ Kb8 21. Bd7 Bxb2 22. Rc2 Be5 23. g3 Ka7 24. Kg2 f6 25. Kh3 Rhg8 26. Be6 Rg7 27. Kh4 Re8 28. Bf5 Ree7 29. Bxe4 Bxg3+ 30. fxg3 Rxe4+ 31. Kh3 Rg6 32. Rxd6 Rh6+ 33. Kg2 Re5 34. Rf2 Reh5 35. Kg1 Rxh2 36. Rxh2 Rg6 37. Kg2 h6 38. Kf3 Rg5 39. Kf4 Ra5 40. Rxf6 Ra4+ 41. Ke5 Ra5+ 42. Ke6 Rb5 43. Rhxh6 Rb6+ 44. Kf7 Rb2 45. a4 Ra2 46. Rh4 Ra3 47. Rg6 Rf3+ 48. Kg7 Rb3 49. a5 Ra3 50. Rh5 Rc3 51. Kf8 Rc8+ 52. Ke7 Rc7+ 53. Kd8 Rc1 54. g4 Rd1+ 55. Ke7 Re1+ 56. Kf7 Rf1+ 57. Kg8 Re1 58. Rf5 Re8+ 59. Kh7 Re7+ 60. Rg7 Re1 61. Rff7 Rh1+ 62. Kg8 Rb1 63. Kf8 Rb5 64. Rf5 Rb2 65. g5 Rh2 66. g6 Rh8+ 67. Rg8 Rh6 68. g7 Rh1 69. Rh8 Rg1 70. g8=Q Rxg8+ 71. Rxg8 b6 72. Rf7+ Kb8 73. Kg7# 1-0
3,EodTbqUT,2014.08.18,20:45:59,OkayChess,Bobidgo,1550,1587,300+3,Rated Blitz game,1. e4 e5 2. f4 Nc6 3. Nf3 f5 4. Nxe5 Nxe5 5. fxe5 Qh4+ 6. Ke2 Qxe4+ 7. Kf2 Bc5+ 8. Kg3 f4+ 9. Kh4 f3+ 10. Kg3 Qxe5+ 11. Kxf3 Nh6 12. Qe2 O-O# 0-1
0,KYN5cGAM,2014.08.18,21:30:03,danikm1,milbirdchet,1343,1440,300+0,Rated Blitz tournament https://lichess.org/tournament/QnDheY0Z,1. d4 { [%eval 0.26] } 1... d5 { [%eval 0.26] } 2. Bf4 { [%eval 0.16] } 2... Nf6 { [%eval 0.15] } 3. Nf3 { [%eval 0.14] } 3... g6 { [%eval 0.37] } 4. e3 { [%eval 0.37] } 4... Bg7 { [%eval 0.38] } 5. h3 { [%eval 0.18] } 5... a6 { [%eval 0.37] } 6. c3 { [%eval 0.35] } 6... e6 { [%eval 0.46] } 7. Ne5 { [%eval 0.1] } 7... Nbd7 { [%eval 0.08] } 8. Bd3 { [%eval 0.09] } 8... O-O { [%eval 0.12] } 9. h4 { [%eval -0.1] } 9... h5 { [%eval -0.07] } 10. Nd2 { [%eval 0.05] } 10... c5 { [%eval 0.23] } 11. Be2 { [%eval -0.13] } 11... cxd4 { [%eval -0.11] } 12. cxd4 { [%eval -0.14] } 12... Nxe5 { [%eval -0.07] } 13. dxe5 { [%eval -0.26] } 13... Nd7 { [%eval -0.18] } 14. g4? { [%eval -1.18] } 14... f6? { [%eval 0.5] } 15. gxh5 { [%eval 0.53] } 15... fxe5 { [%eval 0.59] } 16. Bg5 { [%eval 0.56] } 16... Nf6? { [%eval 2.5] } 17. h6?! { [%eval 1.89] } 17... Bh8 { [%eval 2.3] } 18. Rg1? { [%eval 0.79] } 18... Rf7?? { [%eval 5.62] } 19. h5 { [%eval 5.42] } 19... Qf8? { [%eval 6.43] } 20. hxg6 { [%eval 6.32] } 20... Rg7?! { [%eval 6.92] } 21. hxg7 { [%eval 6.92] } 21... Bxg7 { [%eval 6.68] } 22. Bxf6?! { [%eval 6.01] } 22... Bxf6 { [%eval 6.46] } 23. Bh5?! { [%eval 5.53] } 23... Bg7?! { [%eval 6.25] } 24. Qg4?! { [%eval 5.68] } 24... Bd7 { [%eval 5.83] } 25. Nf3? { [%eval 4.61] } 25... Be8?? { [%eval 22.82] } 26. Ng5?? { [%eval 6.13] } 26... Qf5? { [%eval 8.66] } 27. Qxf5? { [%eval 5.67] } 27... exf5 { [%eval 5.56] } 28. Ne6 { [%eval 5.71] } 28... e4?! { [%eval 6.32] } 29. Nc7?! { [%eval 5.68] } 29... Rc8?! { [%eval 6.64] } 30. Nxe8? { [%eval 4.98] } 30... Rxe8 { [%eval 4.89] } 31. Rd1 { [%eval 5.18] } 31... Rd8?! { [%eval 5.71] } 32. Ke2 { [%eval 5.31] } 32... d4 { [%eval 5.43] } 33. exd4 { [%eval 5.52] } 33... Rc8?! { [%eval 6.15] } 34. Rg5 { [%eval 5.87] } 34... Rc2+ { [%eval 6.28] } 35. Ke1 { [%eval 6.1] } 35... Rxb2? { [%eval 7.55] } 36. Rxf5?! { [%eval 6.72] } 36... e3?? { [%eval 20.02] } 37. fxe3? { [%eval 7.44] } 37... Rh2? { [%eval 12.49] } 38. Rf1?? { [%eval 5.65] } 38... Rxh5 { [%eval 5.58] } 39. d5 { [%eval 5.86] } 39... Bc3+ { [%eval 6.18] } 40. Kf2?! { [%eval 5.34] } 40... Rh2+ { [%eval 5.71] } 41. Kf3 { [%eval 6.05] } 41... Rh3+?! { [%eval 6.89] } 42. Ke4 { [%eval 6.84] } 42... Rh4+?! { [%eval 7.55] } 43. Kf5?! { [%eval 6.74] } 43... Rh5+ { [%eval 6.78] } 44. Ke6?! { [%eval 5.91] } 44... Re5+ { [%eval 5.92] } 45. Kd6 { [%eval 5.72] } 45... Kg7?? { [%eval 9.81] } 46. Rf7+?? { [%eval 5.84] } 46... Kxg6 { [%eval 5.79] } 47. Rxb7?! { [%eval 5.27] } 47... Rxe3 { [%eval 5.51] } 48. Rg1+?! { [%eval 5.0] } 48... Kf5?? { [%eval 12.46] } 49. Re7?? { [%eval -0.68] } 49... Rxe7?? { [%eval 8.47] } 50. Kxe7 { [%eval 7.55] } 50... Bb4+? { [%eval 13.17] } 51. d6 { [%eval 13.1] } 51... Bxd6+?! { [%eval #16] } 52. Kxd6 { [%eval #15] } 52... Ke4 { [%eval #13] } 53. Rg3 { [%eval #14] } 53... Kd4 { [%eval #13] } 54. Kc6 { [%eval #15] } 54... Kc4 { [%eval #13] } 55. Kb6 { [%eval #14] } 55... a5 { [%eval #13] } 56. Kxa5 { [%eval #12] } 56... Kd4 { [%eval #11] } 57. a4 { [%eval #10] } 57... Kc5 { [%eval #11] } 58. Rb3 { [%eval #10] } 58... Kc4 { [%eval #10] } 59. Rb8 { [%eval #11] } 59... Kc5 { [%eval #11] } 60. Ka6 { [%eval #10] } 60... Kc6 { [%eval #10] } 61. a5 { [%eval #9] } 61... Kc7 { [%eval #7] } 62. Rb1 { [%eval #9] } 62... Kc6 { [%eval #9] } 63. Ka7 { [%eval #9] } 63... Kc7 { [%eval #8] } 64. a6 { [%eval #8] } 64... Kc8 { [%eval #4] } 65. Ka8?! { [%eval #8] } 65... Kc7 { [%eval #8] } 66. Rb7+ { [%eval #8] } 66... Kc8 { [%eval #4] } 67. a7 { [%eval #3] } 67... Kd8 { [%eval #3] } 68. Kb8 { [%eval #2] } 68... Ke8 { [%eval #2] } 69. a8=Q { [%eval #1] } 69... Kf8 { [%eval #1] } 70. Ka7# 1-0
0,lTLAADJe,2014.08.18,23:36:27,Gerrinson,TheArab73,1448,1192,840+0,Rated Classical game,1. d4 Nf6 2. e3 Nc6 3. Nf3 d6 4. c4 Bg4 5. d5 Ne5 6. h3 Bxf3 7. gxf3 Qd7 8. f4 Neg4 9. hxg4 Nxg4 10. Bh3 f5 11. Nd2 O-O-O 12. Qe2 h5 13. f3 g6 14. fxg4 hxg4 15. Bg2 Bg7 16. Rxh8 Rxh8 17. Nf1 Qa4 18. e4 Qb4+ 19. Kd1 fxe4 20. Qxe4 Kd7 21. Qxg6 Qxc4 22. Qxg4+ Kd8 23. Qxg7 Qd3+ 24. Nd2 Rh2 25. Qg8+ Kd7 26. Qe6+ Kd8 27. Qe2 Qg3 28. Nf1 Rxg2 29. Nxg3 Rxe2 30. Nxe2 c5 31. Nc3 c4 32. a3 Kd7 33. Be3 e6 34. Bxa7 e5 35. fxe5 dxe5 36. Bc5 Kc7 37. Ne4 b6 38. Bd6+ Kd7 39. Bxe5 Ke7 40. Bd4 Kf7 41. Nd6+ Kg6 42. Nxc4 Kf5 43. Nxb6 Kg4 44. d6 Kf5 45. d7 Ke4 46. d8=Q Kd3 47. Bc3+ Ke3 48. Qd4+ Kf3 49. Nd5 Kg2 50. Nf4+ Kf1 51. Kc2# 1-0
0,EIBCUYQw,2014.08.19,14:33:45,leontino,MrEscobar,1485,1387,300+0,Rated Blitz game,1. e4 { [%eval 0.15] } 1... e5 { [%eval 0.31] } 2. Nf3 { [%eval 0.27] } 2... Nc6 { [%eval 0.3] } 3. d4 { [%eval 0.08] } 3... exd4 { [%eval 0.11] } 4. Nxd4 { [%eval 0.09] } 4... Nf6 { [%eval 0.08] } 5. Nxc6 { [%eval 0.02] } 5... bxc6 { [%eval 0.0] } 6. e5 { [%eval 0.08] } 6... Nd5 { [%eval 0.32] } 7. f4? { [%eval -0.87] } 7... d6?! { [%eval -0.01] } 8. Bd2? { [%eval -1.12] } 8... h6? { [%eval 0.0] } 9. Nc3 { [%eval -0.4] } 9... g5? { [%eval 1.22] } 10. g3? { [%eval 0.14] } 10... gxf4 { [%eval 0.41] } 11. gxf4?? { [%eval -10.6] } 11... Qh4+ { [%eval -10.44] } 12. Ke2 { [%eval -10.33] } 12... Bg4+ { [%eval -10.49] } 13. Kd3 { [%eval -10.53] } 13... Bxd1 { [%eval -10.52] } 14. Rxd1 { [%eval -10.17] } 14... Nxf4+ { [%eval -10.44] } 15. Bxf4 { [%eval -10.41] } 15... Qxf4 { [%eval -10.28] } 16. Re1 { [%eval -13.74] } 16... Kd7? { [%eval -8.6] } 17. Re4? { [%eval -13.5] } 17... Qf3+ { [%eval -13.55] } 18. Re3 { [%eval -13.51] } 18... Qxh1 { [%eval -13.51] } 19. Bh3+ { [%eval -13.75] } 19... Kd8 { [%eval -14.14] } 20. e6 { [%eval -14.88] } 20... fxe6 { [%eval -14.82] } 21. Rxe6 { [%eval -17.03] } 21... Qf3+ { [%eval -14.17] } 22. Re3 { [%eval -14.17] } 22... Qh5 { [%eval -14.66] } 23. Ne4 { [%eval -16.85] } 23... Qd5+ { [%eval -15.79] } 24. Ke2 { [%eval -15.17] } 24... Bg7 { [%eval -15.68] } 25. Kf2 { [%eval -22.39] } 25... Rf8+ { [%eval -17.98] } 26. Kg1?! { [%eval #-6] } 26... Qd1+ { [%eval #-7] } 27. Kg2 { [%eval #-7] } 27... Qf1+ { [%eval #-6] } 28. Kg3 { [%eval #-6] } 28... Be5+ { [%eval #-7] } 29. Kh4 { [%eval #-7] } 29... Qf4+ { [%eval #-6] } 30. Bg4 { [%eval #-5] } 30... Qxh2+?! { [%eval #-7] } 31. Bh3 { [%eval #-6] } 31... Rf4+ { [%eval #-7] } 32. Kh5 { [%eval #-7] } 32... Rf5+ { [%eval #-9] } 33. Kxh6 { [%eval #-5] } 33... Qf4+ { [%eval #-4] } 34. Kh7 { [%eval #-2] } 34... Qh4+ { [%eval #-1] } 35. Kg8 { [%eval #-1] } 35... Ke7# 0-1
5,TAHZuzrB,2014.08.19,15:00:48,Krieg,michmich,1552,1598,60+1,Rated Bullet game,1. e3 d5 2. d4 e5 3. Nf3 e4 4. Nfd2 Nc6 5. c4 Nf6 6. cxd5 Nxd5 7. a3 Bf5 8. b4 a6 9. Bb2 Be7 10. Nc3 Nxc3 11. Bxc3 O-O 12. Bb2 b5 13. Be2 Bf6 14. Rc1 Rc8 15. Rxc6 Qd5 16. Rc5 Qa2 17. Rxf5 Qxb2 18. Nxe4 Be7 19. Rc5 Qxa3 20. Rc3 Qxb4 21. O-O f5 22. Qb3+ Qxb3 23. Rxb3 fxe4 24. Rc1 c5 25. dxc5 Rxc5 26. Ra1 Rfc8 27. Rxa6 Rc1+ 28. Bf1 Re1 29. Rxb5 Rcc1 30. Rb8+ Kf7 31. g3 Rxf1+ 32. Kg2 g5 33. Rb7 g4 34. f4 exf3# 0-1
0,budcS3lb,2014.08.19,18:25:43,ebonyandivory,zvezda-red-star,1792,1694,240+0,Rated Blitz game,1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Be7 7. Nf3 O-O 8. Bf4 c5 9. Bd3 a6 10. a4 Nc6 11. Be3 cxd4 12. cxd4 h6 13. O-O Nb4 14. Bc4 a5 15. d5 exd5 16. exd5 b6 17. Nd4 Bd6 18. Nc6 Qh4 19. h3 Qxc4 20. Bxb6 Ba6 21. Nxa5 Qf4 22. g3 Qf5 23. Nb3 Bxf1 24. Qxf1 Nc2 25. Rc1 Nb4 26. Nd4 Qg6 27. Nc6 Nxc6 28. Rxc6 Rxa4 29. Bc5 Rd8 30. Bxd6 Rxd6 31. Rc8+ Kh7 32. Qd1 Rd4 33. Qxd4 Qb1+ 34. Kg2 f5 35. Qe5 Qe4+ 36. Qxe4 fxe4 37. Re8 Rxd5 38. Rxe4 g5 39. h4 Kg6 40. hxg5 hxg5 41. Kh3 Rd2 42. f3 Rd1 43. Kg4 Rg1 44. Re6+ Kf7 45. Re5 Kf6 46. Rf5+ Ke6 47. Rxg5 Kf6 48. f4 Ke6 49. Kh5 Rh1+ 50. Kg6 Rf1 51. f5+ Ke7 52. g4 Rf2 53. Kg7 Rf1 54. Rg6 Rf2 55. f6+ Ke8 56. g5 Rf1 57. Kg8 Rf4 58. Rg7 Rf5 59. f7+ Kd8 60. f8=Q+ Rxf8+ 61. Kxf8 Kc8 62. Re7 Kd8 63. g6 Kc8 64. g7 Kd8 65. g8=Q Kc8 66. Kf7# 1-0
1,x6XHun9R,2014.08.20,00:44:38,Xyd,Mr_Floppy,1478,1491,600+8,Rated Classical game,1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d3 h6 5. Bxf7+ Kxf7 6. O-O Be6 7. Ne1 Ke7 8. Qh5 Nf6 9. Bg5 Kd7 10. Bxf6 gxf6 11. f4 Qe7 12. f5 Bf7 13. Qh3 Re8 14. Nc3 Kc8 15. Qe3 Kb8 16. a4 h5 17. a5 Bh6 18. Qf2 h4 19. a6 b6 20. Ra4 Nd4 21. b4 Reg8 22. Na2 h3 23. g3 Bf4 24. c3 Nc6 25. d4 Bc4 26. dxe5 Bxf1 27. Qxf1 fxe5 28. b5 Nd8 29. Nb4 Bxg3 30. hxg3 h2+ 31. Kh1 Rxg3 32. Ng2 Rxc3 33. Nc6+ Nxc6 34. bxc6 Rxc6 35. Rc4 Rxc4 36. Qxc4 Qh7 37. Qc6 Kc8 38. Qb7+ Kd7 39. Qxa7 Qh6 40. Qb7 Qc1+ 41. Ne1 Qxe1+ 42. Kg2 h1=B# 0-1
0,jROPn6x0,2014.08.20,10:39:13,minusone,vovaua,1476,1246,0+2,Rated Bullet game,1. Nf3 e6 2. d4 d6 3. Bg5 Ne7 4. Bxe7 Bxe7 5. g4 h6 6. h3 g5 7. Nc3 f5 8. gxf5 exf5 9. Nd5 g4 10. Nxe7 Qxe7 11. hxg4 fxg4 12. Nh2 h5 13. e3 h4 14. Nxg4 Bxg4 15. Qxg4 Nd7 16. Rxh4 Nf6 17. Rxh8+ Kf7 18. Qg6+ Ke6 19. Rxa8 Kd7 20. Qe8+ Ke6 21. Qxe7+ Kxe7 22. Rxa7 c6 23. Rxb7+ Ke6 24. Rb6 d5 25. Rxc6+ Kd7 26. Rxf6 Ke7 27. Rg6 Kf7 28. Rg4 Ke6 29. Rd1 Kd6 30. Rg6+ Kc7 31. Bg2 Kd7 32. Bxd5 Ke7 33. Re6+ Kd7 34. Rd3 Kc7 35. Rc3+ Kb8 36. Re8+ Ka7 37. Rc7+ Kb6 38. Ree7 Ka6 39. Rc6+ Ka5 40. c3 Kb5 41. c4+ Kb4 42. a3+ Kb3 43. Rb6+ Ka2 44. c5+ Ka1 45. Rh7 Kb1 46. Rh1 Ka1 47. Ke2# 1-0
0,WIZqjJaN,2014.08.20,13:02:06,Sergiej-80,djahaani,1659,1655,240+5,Rated Blitz game,1. d4 d5 2. Nf3 Nc6 3. c4 dxc4 4. d5 Na5 5. Qa4+ c6 6. Bd2 b5 7. Qxa5 Qxa5 8. Bxa5 cxd5 9. Nc3 Nf6 10. Nxb5 Rb8 11. Nxa7 Bb7 12. e3 e6 13. Nb5 Bc6 14. Nbd4 Bd7 15. Bc3 Bc5 16. Ne5 Bc8 17. f3 O-O 18. Be2 Ba6 19. Kf2 Bxd4 20. exd4 Nh5 21. g3 Rb7 22. f4 f6 23. Bxh5 fxe5 24. dxe5 g6 25. Bg4 Rb6 26. Rhd1 Rc6 27. Ke3 h5 28. Bf3 Bb7 29. a4 Ra6 30. a5 Rf5 31. g4 Rf7 32. gxh5 gxh5 33. Bxh5 Rh7 34. Rg1+ Kh8 35. Rg5 Bc6 36. f5 exf5 37. e6+ Rg7 38. Bxg7+ Kh7 39. Bd4 Bb5 40. Bf7 Kh6 41. Rxf5 Ra8 42. Kf4 Rf8 43. Ke5 Bc6 44. Rh5+ Kg7 45. Kd6# 1-0
0,GtnqMC6p,2014.08.21,10:51:42,sunbeam,14C,1343,1482,60+2,Rated Bullet game,1. e4 b6 2. Nf3 Bb7 3. Bd3 Nf6 4. Qe2 d6 5. O-O e5 6. Rd1 c5 7. h3 Be7 8. c3 O-O 9. Bc4 a6 10. d3 b5 11. Bd5 Bxd5 12. exd5 Nxd5 13. d4 exd4 14. cxd4 cxd4 15. Rxd4 Nf6 16. Rd1 Nc6 17. Nd4 Nxd4 18. Rxd4 Qc7 19. Qf3 Qxc1+ 20. Kh2 Rac8 21. Rd1 Qc7 22. Nd2 Qd7 23. b3 Rc7 24. Rab1 Rfc8 25. Qg3 Qe6 26. Nf3 Ne4 27. Nd4 Nxg3 28. Nxe6 fxe6 29. Kxg3 e5 30. Kg4 Kf7 31. Kf5 g6+ 32. Ke4 Rc2 33. Kf3 R8c3+ 34. Kg4 Kf6 35. Rf1 h5+ 36. Kh4 Rd2 37. Ra1 Rd4+ 38. g4 hxg4 39. hxg4 Kg7# 0-1
0,oBJUbvK1,2014.08.21,18:03:45,maxkuznetsoff,mazettas,1750,1826,60+1,Rated Bullet game,1. f4 c6 2. Nf3 d5 3. b3 Bf5 4. d3 e6 5. Bb2 Nf6 6. Nbd2 h6 7. h3 Nbd7 8. g4 Bh7 9. e4 dxe4 10. dxe4 Nxe4 11. Nxe4 Bxe4 12. Qe2 Bxf3 13. Qxf3 Qa5+ 14. c3 Qd5 15. Qxd5 exd5 16. O-O-O Bd6 17. c4 Bxf4+ 18. Kb1 dxc4 19. Bxc4 O-O-O 20. Bxg7 Rhg8 21. Bb2 Ne5 22. Bxe5 Bxe5 23. Bxf7 Rgf8 24. Be6+ Kc7 25. Rxd8 Rxd8 26. Bf5 Rd2 27. Re1 Kd6 28. h4 Rb2+ 29. Kc1 Rxa2 30. h5 Ra1+ 31. Kd2 Rxe1 32. Kxe1 Bf4 33. Ke2 Kc5 34. Kd3 Kb4 35. Kc2 a5 36. Bc8 b6 37. Bd7 c5 38. Bf5 c4 39. bxc4 Kxc4 40. Kb2 b5 41. Ka3 Bd6+ 42. Kb2 a4 43. Bd7 a3+ 44. Ka2 b4 45. Be6+ Kc3 46. Kb1 b3 47. g5 hxg5 48. h6 Be5 49. h7 a2+ 50. Ka1 Kc2# 0-1
0,Z6mLMZCV,2014.08.21,18:06:43,amiri_morteza1,Churro,1500,1552,60+0,Rated Bullet tournament https://lichess.org/tournament/qkJnPFdX,1. e4 e6 2. d4 d5 3. Nf3 dxe4 4. Ne5 Bd6 5. Qh5 Bxe5 6. Qxe5 Nc6 7. Qxg7 Nxd4 8. Qxh8 Nxc2+ 9. Ke2 Nxa1 10. Qxg8+ Ke7 11. Bg5+ f6 12. Qg7+ Kd6 13. Qxf6 Qxf6 14. Bxf6 Nc2 15. Bc3 Nb4 16. Bxb4+ Kd5 17. Nc3+ Kc4 18. Ba3 c6 19. Ke3# 1-0
0,N29y3foK,2014.08.21,18:57:22,0362583,ALI29,1785,1739,300+8,Rated Classical game,1. d4 d5 2. Nf3 Nc6 3. e3 Nf6 4. a3 Bg4 5. Be2 e6 6. c4 dxc4 7. Bxc4 Bd6 8. Nc3 O-O 9. O-O h6 10. e4 Nh7 11. e5 Be7 12. Bf4 Na5 13. Ba2 Bg5 14. Bg3 Be7 15. h3 Bh5 16. Ne4 Nc6 17. Qb3 Bxf3 18. Qxf3 Nxd4 19. Qd1 c5 20. Bf4 Bg5 21. Bxg5 Nxg5 22. Nxc5 b6 23. Nb3 Nxb3 24. Qxb3 Rc8 25. Qe3 Rc5 26. Bb1 Qc7 27. f4 Nh7 28. Qe4 g6 29. b4 Rc1 30. Bd3 Rxa1 31. Rxa1 Qc3 32. Ra2 Rd8 33. Bf1 Nf8 34. a4 Qd4+ 35. Qxd4 Rxd4 36. g3 Rxb4 37. Bb5 Kg7 38. Kf2 f6 39. Ra3 fxe5 40. fxe5 g5 41. Kf3 Ng6 42. Re3 Ne7 43. g4 Nd5 44. Rd3 Kf7 45. Kg3 Ke7 46. h4 gxh4+ 47. Kxh4 Kf7 48. Rf3+ Kg7 49. Rd3 Kg6 50. Bc6 Nf4 51. Rd6 Ng2+ 52. Kg3 Ne3 53. Rxe6+ Kg5 54. Re8 Rxg4+ 55. Kf3 Rc4 56. Bb5 Rc3 57. Ke4 Nc4 58. Rg8+ Kh4 59. Kd4 Rc1 60. Bxc4 h5 61. Bb5 Re1 62. Kd5 Kh3 63. e6 h4 64. Rg7 Kh2 65. e7 h3 66. e8=R Rxe8 67. Bxe8 Kh1 68. Bc6 h2 69. Ke5# 1-0
2,2EdTDSQH,2014.08.21,22:53:13,olborg,flogislife2,1884,1766,120+1,Rated Bullet game,1. e4 c5 2. d4 cxd4 3. c3 d3 4. Bxd3 Nc6 5. c4 g6 6. Nc3 Bg7 7. h4 e6 8. h5 Ne5 9. Be2 h6 10. hxg6 fxg6 11. f4 Nc6 12. Nf3 Nf6 13. e5 Nh5 14. Nh4 Ng3 15. Nxg6 Nxh1 16. Bh5 Qb6 17. Nxh8+ Kd8 18. Ne4 Bxh8 19. Qe2 Qg1+ 20. Qf1 Qd4 21. Nd6 Ng3 22. Qf3 Nxh5 23. Qxh5 Qg1+ 24. Kd2 Qxg2+ 25. Kc3 Qg7 26. Be3 Kc7 27. Rg1 Qe7 28. Bc5 b6 29. Ba3 Ba6 30. Nb5+ Bxb5 31. Bxe7 Nxe7 32. cxb5 Rc8 33. Kb3 Nd5 34. Rc1+ Kb7 35. Rxc8 Kxc8 36. Qe8+ Kc7 37. Qxh8 Nxf4 38. Qxh6 Nd3 39. Qd2 Nc5+ 40. Kc4 Kb7 41. Qd6 Kc8 42. b4 Nb7 43. Qe7 Kc7 44. a4 Kc8 45. Qf8+ Kc7 46. Qa8 a5 47. bxa6 b5+ 48. axb5 Nd8 49. a7 Nb7 50. Qb8+ Kb6 51. a8=N# 1-0
4,uSRcuyro,2014.08.22,09:05:36,FrereKeiser,solonext,1729,1555,480+0,Rated Classical game,1. e4 { [%eval 0.28] } 1... e5 { [%eval 0.24] } 2. Nf3 { [%eval 0.28] } 2... d6 { [%eval 0.35] } 3. d4 { [%eval 0.37] } 3... f6?! { [%eval 1.24] } 4. dxe5 { [%eval 1.15] } 4... fxe5 { [%eval 1.3] } 5. Nc3 { [%eval 0.86] } 5... h6? { [%eval 3.29] } 6. Bc4? { [%eval 0.83] } 6... c6?? { [%eval 4.6] } 7. Nxe5 { [%eval 4.68] } 7... dxe5 { [%eval 4.96] } 8. Qh5+ { [%eval 5.15] } 8... Ke7?? { [%eval #9] } 9. Qf7+?? { [%eval 4.26] } 9... Kd6 { [%eval 4.64] } 10. Be3?? { [%eval -0.77] } 10... b6?? { [%eval #1] } 11. O-O-O# 1-0
0,jYJYCsRP,2014.08.22,10:32:26,Tata190,Geol020,1980,1823,0+1,Rated Bullet tournament https://lichess.org/tournament/qmGOatbo,1. f4 c5 2. Nf3 e6 3. e3 d5 4. c3 Nc6 5. d4 Nf6 6. Bd3 cxd4 7. exd4 Ne4 8. Ne5 Nxe5 9. fxe5 f5 10. O-O g6 11. Nd2 Bg7 12. Nxe4 dxe4 13. Bc4 O-O 14. Qe2 a6 15. Be3 b5 16. Bb3 Bb7 17. Rac1 Bd5 18. c4 bxc4 19. Bxc4 Bxc4 20. Qxc4 Rc8 21. Qxc8 Qxc8 22. Rxc8 Rxc8 23. Rc1 Rxc1+ 24. Bxc1 Bf8 25. Kf2 a5 26. g3 Kg7 27. Bg5 h6 28. Bd8 a4 29. Ke3 g5 30. b3 Bb4 31. bxa4 Kg6 32. a5 Ba3 33. a6 Bc1+ 34. Ke2 Ba3 35. a7 Be7 36. Bxe7 f4 37. gxf4 gxf4 38. Bc5 f3+ 39. Ke3 Kf5 40. a8=Q Kg4 41. d5 Kh3 42. dxe6 Kg2 43. Qxe4 Kxh2 44. Qxf3 Kg1 45. Qg3+ Kh1 46. Qh3+ Kg1 47. Ke2# 1-0
