number,path,date,time,white,black,white elo,black elo,time control,event,moves
1,k24vHUac,2014.07.19,08:39:20,daryany,majid110,1459,1726,540+5,Rated Classical game,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qe5+ 4. Be2 Bg4 5. f3 Bf5 6. d4 Qa5 7. a4 e6 8. Bd3 Ne7 9. Ne2 Bg6 10. O-O Nbc6 11. Bb5 a6 12. Bxc6+ Nxc6 13. Bd2 Bb4 14. f4 Rd8 15. Qe1 Nxd4 16. Nxd4 Rxd4 17. Rd1 Qc5 18. Be3 Rxd1 19. Bxc5 Rxe1 20. Rxe1 Bxc5+ 21. Kh1 Bxc2 22. Rc1 Bf5 23. h3 Be3 24. Re1 Bxf4 25. g4 Bg6 26. Rf1 Be4+ 27. Kg1 Be3+ 28. Kh2 O-O 29. Nxe4 Rd8 30. Nc5 Bxc5 31. Rc1 Rd2+ 32. Kg3 Rxb2 33. Rxc5 Rb3+ 34. Kh2 c6 35. Rc1 Ra3 36. Rc4 g6 37. Kg2 b5 38. axb5 cxb5 39. Rc8+ Kg7 40. Rb8 Ra4 41. h4 b4 42. Kg3 a5 43. g5 Ra3+ 44. Kf4 b3 45. h5 gxh5 46. Ke5 a4 47. Rc8 b2 48. Rb8 Rb3 49. Rc8 b1=R 50. Rd8 a3 51. Rc8 a2 52. Rd8 a1=B+ 53. Kf4 Rf1+ 54. Ke4 h4 55. Rd7 h3 56. Rd8 h2 57. Rd7 h1=B# 0-1
3,iI8kwf4s,2014.07.19,08:39:58,nrklol,ameva,1413,1538,900+10,Rated Classical game,1. e4 { [%eval 0.27] } 1... e5 { [%eval 0.18] } 2. f4?! { [%eval -0.33] } 2... exf4 { [%eval -0.26] } 3. Nf3 { [%eval -0.13] } 3... Bc5? { [%eval 0.89] } 4. d4 { [%eval 0.84] } 4... Bb4+ { [%eval 1.15] } 5. c3 { [%eval 1.08] } 5... Ba5 { [%eval 1.44] } 6. Bc4 { [%eval 1.05] } 6... g5? { [%eval 2.68] } 7. h4 { [%eval 2.46] } 7... f6? { [%eval 5.08] } 8. Nxg5 { [%eval 5.17] } 8... fxg5?? { [%eval #5] } 9. Qh5+ { [%eval #4] } 9... Ke7 { [%eval #4] } 10. Qxg5+? { [%eval 7.35] } 10... Nf6 { [%eval 7.29] } 11. Qg7+ { [%eval 13.55] } 11... Kd6 { [%eval 11.79] } 12. Bxf4+?? { [%eval 6.34] } 12... Kc6 { [%eval 7.46] } 13. d5+ { [%eval 7.52] } 13... Kc5? { [%eval #5] } 14. Be3+ { [%eval #4] } 14... Kxc4 { [%eval #4] } 15. Na3+ { [%eval #3] } 15... Kd3 { [%eval #3] } 16. Rd1+?! { [%eval #3] } 16... Kxe3 { [%eval #2] } 17. Qg3+?! { [%eval #2] } 17... Kxe4 { [%eval #2] } 18. Rd4+ { [%eval #1] } 18... Kf5 { [%eval #1] } 19. O-O# 1-0
0,3gAHqB2Y,2014.07.19,11:43:18,7sleeper,porto23,1308,1328,180+5,Rated Blitz game,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Bd7 5. Nc3 Nc6 6. Be3 Nxd4 7. Bxd4 Nf6 8. Bd3 c5 9. Be3 a6 10. Bg5 h6 11. Bh4 Bc6 12. O-O d5 13. exd5 Bxd5 14. Qe2+ Qe7 15. Nxd5 Qxe2 16. Nc7+ Kd7 17. Bxe2 Kxc7 18. Bg3+ Kb6 19. a4 a5 20. c3 Be7 21. Rfd1 Rad8 22. Rxd8 Rxd8 23. Rb1 Ne4 24. Be5 f6 25. Bf4 g5 26. Be3 f5 27. b4 axb4 28. cxb4 Kc7 29. bxc5 Bxc5 30. Bxc5 Nxc5 31. Rc1 Kc6 32. a5 Ra8 33. Bf3+ Kd6 34. Rd1+ Kc7 35. Ra1 b6 36. Bxa8 bxa5 37. Rxa5 Nd3 38. h3 f4 39. Ra6 Kb8 40. Be4 Nc5 41. Rb6+ Kc7 42. Rxh6 Nxe4 43. Rh7+ Kd6 44. Rh6+ Ke5 45. f3 Nd2 46. Rh5 Kf5 47. h4 Kg6 48. Rxg5+ Kh6 49. Rg4 Kh5 50. Rxf4 Nb3 51. Rb4 Nd2 52. g3 Nxf3+ 53. Kg2 Nd2 54. Kh3 Nf1 55. g4+ Kh6 56. Rb6+ Kg7 57. g5 Ne3 58. h5 Nf5 59. Kg4 Nd4 60. h6+ Kg8 61. Rg6+ Kf7 62. Rf6+ Ke7 63. h7 Ne6 64. h8=Q Kd6 65. Qh6 Kd5 66. Rxe6 Kc5 67. Rc6+ Kd5 68. Qe6+ Kd4 69. Rd6+ Kc5 70. Rc6+ Kd4 71. Qd6+ Ke4 72. Rc4+ Ke3 73. Qd5 Ke2 74. Re4+ Kf2 75. Qf5+ Kg2 76. Kh5 Kg3 77. Rg4+ Kh3 78. Qh7 Kh2 79. Kg6# 1-0
0,JZbloQNm,2014.07.19,17:58:46,Tappita,VIKTOR1962,1748,1635,840+0,Rated Classical game,1. d3 e5 2. e4 Nf6 3. c3 c5 4. Nf3 d6 5. Be2 Nc6 6. O-O Be7 7. h3 h6 8. a4 O-O 9. b3 Nh7 10. Bb2 f5 11. exf5 Bxf5 12. Nbd2 Ng5 13. Nh2 Qd7 14. g4 Nxh3+ 15. Kg2 Nf4+ 16. Kh1 Nxe2 17. Qxe2 Bh7 18. f3 Rf4 19. Rg1 Raf8 20. Raf1 Bg5 21. Nc4 Ne7 22. Ne3 d5 23. Ng2 R4f7 24. d4 exd4 25. cxd4 c4 26. b4 Qxa4 27. Bc3 Qb3 28. Qe1 Nc6 29. Bd2 Re7 30. Qc1 Bxd2 31. Qxd2 Bd3 32. Rf2 Nxd4 33. g5 h5 34. Nf4 Rxf4 35. Qxf4 Ne2 36. Qb8+ Kh7 37. g6+ Kh6 38. Re1 Qxb4 39. Ra1 c3 40. Kg2 c2 41. Qc8 Qb2 42. Rh1 Kxg6 43. f4 Nxf4+ 44. Kg3 Ne2+ 45. Kh4 Re4+ 46. Kh3 Rc4 47. Qe8+ Kh7 48. Qxh5+ Kg8 49. Qe8+ Kh7 50. Ng4 Rxg4 51. Kxg4# 1-0
0,hyAdoJXL,2014.07.19,21:50:23,jfurlanga,pabloandres,1330,1378,180+0,Rated Blitz game,1. d4 e6 2. c4 d5 3. c5 b6 4. e3 bxc5 5. Qa4+ Bd7 6. Qb3 cxd4 7. Qb7 Nc6 8. Nf3 dxe3 9. Bxe3 Rb8 10. Qa6 Nb4 11. Qe2 Bb5 12. Qd2 Bxf1 13. Rxf1 Nf6 14. Ne5 Ne4 15. Nxf7 Nxd2 16. Nxd8 Nxf1 17. Bxa7 Rxd8 18. Kxf1 Nc2 19. Be3 Nxa1 20. Nc3 Rb8 21. b3 Nxb3 22. axb3 Rxb3 23. Bd2 Bb4 24. Ke2 Bxc3 25. Bxc3 Rxc3 26. Kd2 d4 27. f3 e5 28. g3 Rxf3 29. h4 Rxg3 30. Ke2 e4 31. Kd2 e3+ 32. Ke2 Rg2+ 33. Kd3 e2 34. Kxd4 e1=R 35. Kc5 Rd2 36. Kc6 Rc1+ 37. Kb7 Rb2+ 38. Kc8 Ke7# 0-1
0,UlY1o4Rs,2014.07.20,00:38:14,Deuce,harvan,1487,1465,300+0,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. d4 d6 4. Bc4 Nf6 5. d5 Nd4 6. Nxd4 exd4 7. Qxd4 c5 8. Qe3 Qa5+ 9. Bd2 Qa4 10. Bb3 Qxe4 11. Qxe4+ Nxe4 12. O-O b5 13. Re1 Bf5 14. c4 O-O-O 15. Ba5 Re8 16. cxb5 g6 17. Nc3 Nf6 18. b6 axb6 19. Bxb6 Bg7 20. Ba4 Rxe1+ 21. Rxe1 Ng4 22. Nb5 Be5 23. h3 Nf6 24. Na7+ Kb7 25. Nc6 Kxb6 26. Ne7 Bxb2 27. Nxf5 gxf5 28. Rb1 Ka5 29. Bc6 Rb8 30. Kh2 f4 31. f3 Nh5 32. g4 Ng3 33. h4 Ne2 34. h5 h6 35. Kh3 f6 36. Bd7 Nc3 37. Re1 Nxd5 38. Kh4 Bc3 39. Rc1 Rb2 40. g5 fxg5+ 41. Kg4 Rxa2 42. Be6 Rd2 43. Bxd5 Rxd5 44. Rxc3 Kb4 45. Rc1 c4 46. Rb1+ Kc5 47. Rb8 Re5 48. Rc8+ Kd4 49. Ra8 c3 50. Ra4+ Kd3 51. Ra6 Rd5 52. Ra3 Kd2 53. Kh3 c2 54. Ra2 Kd1 55. Rxc2 Kxc2 56. Kg2 Rd2+ 57. Kf1 d5 58. Ke1 d4 59. Kf1 d3 60. Ke1 Re2+ 61. Kf1 Kd2 62. Kg1 Ke1 63. Kh1 d2 64. Kg1 d1=Q 65. Kh1 Kd2# 0-1
0,295jH8sw,2014.07.20,08:57:06,sundaresan,Nikolja,1738,1725,600+8,Rated Classical game,1. d4 d5 2. c4 Nf6 3. cxd5 Nxd5 4. e4 Nf6 5. Nc3 Bg4 6. Qb3 b6 7. e5 Nfd7 8. Qd5 Na6 9. Bxa6 e6 10. Qc6 Be7 11. Bb5 a6 12. Qxd7+ Qxd7 13. Bxd7+ Kxd7 14. Nge2 c5 15. Be3 c4 16. O-O b5 17. a3 a5 18. f3 b4 19. axb4 axb4 20. fxg4 bxc3 21. bxc3 f6 22. exf6 Bxf6 23. Rfb1 Kc6 24. Nf4 Bg5 25. Kf2 Rhf8 26. g3 Be7 27. Ke2 Rxa1 28. Rxa1 Rb8 29. Nxe6 Rb2+ 30. Bd2 Kd5 31. Nf4+ Ke4 32. Re1 Bg5 33. Kf2# 1-0
0,RPeQVgc3,2014.07.20,09:40:12,Dolg,Birger,1534,1696,300+0,Rated Blitz game,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Ne2 e6 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. Bd3 Bxd3 9. cxd3 Ne7 10. O-O Nd7 11. Qf3 c5 12. dxc5 Nxe5 13. Qf4 N7c6 14. d4 Nd3 15. Qg4 Nxc1 16. Rxc1 Qg5 17. Qxg5 hxg5 18. Rd1 O-O-O 19. Na3 a6 20. Nc2 g6 21. hxg6 fxg6 22. a3 Bg7 23. b4 e5 24. dxe5 Bxe5 25. Ra2 Bxg3 26. fxg3 d4 27. Kf2 Rhf8+ 28. Ke2 Rde8+ 29. Kd3 Rf2 30. Rd2 Ne5+ 31. Kxd4 Rxd2+ 32. Kc3 Rxg2 33. Ra1 Rxg3+ 34. Kd4 Nf3+ 35. Kd5 Re5+ 36. Kd6 Re2 37. Rh1 Nh4 38. Nd4 Rd3 39. Kd5 Red2 40. c6 Rxd4+ 41. Kc5 bxc6 42. Re1 Rd8 43. Kxc6 Rc2+ 44. Kb6 Rd6+ 45. Ka7 Rc7+ 46. Ka8 Rd8 47. Re8 Rxe8 48. b5 Kd7# 0-1
5,0fYcn9q4,2014.07.20,21:08:13,chan64,MILBUC,1550,1072,900+5,Rated Classical game,1. e4 e5 2. Qh5 Nc6 3. Bc4 Qe7 4. d3 Nf6 5. Qf3 d6 6. Bg5 Bg4 7. Qg3 Bd7 8. h3 Nd4 9. Bb3 a5 10. c3 Nc6 11. a4 h6 12. Be3 Nh5 13. Qf3 Nf6 14. g3 Nb8 15. Ba2 Na6 16. b3 Nc5 17. Qd1 Be6 18. b4 axb4 19. cxb4 Nxa4 20. Bxe6 Qxe6 21. Rxa4 Rxa4 22. Qxa4+ c6 23. Qa8+ Ke7 24. Qxb7+ Nd7 25. Ne2 Qb3 26. O-O Qxd3 27. Nbc3 d5 28. Rd1 Qc2 29. Bc5+ Kf6 30. Qxc6+ Kg5 31. h4+ Kg4 32. f3+ Kxf3 33. Rf1+ Kg4 34. Qxd7+ Kh5 35. g4+ Kxh4 36. Bf2+ Kh3 37. g5+ f5 38. gxf6# 1-0
2,lpH1bZq8,2014.07.21,11:08:33,cyber_partisan,NewEra4All,1431,1479,480+0,Rated Classical game,1. e4 e5 2. g3 d6 3. Bg2 Nf6 4. d3 Nc6 5. Bg5 Be7 6. Bxf6 Bxf6 7. Nf3 Nd4 8. O-O Nxf3+ 9. Qxf3 h5 10. Nd2 Bg4 11. Qe3 Bg5 12. Qe1 Qf6 13. b3 Qh6 14. Nc4 Be6 15. Qb4 b6 16. Qb5+ Bd7 17. Qa6 Bc8 18. Qb5+ Bd7 19. Qa6 Bc8 20. Qa4+ Bd7 21. Qb4 Be7 22. Qc3 Bf6 23. a4 O-O 24. a5 b5 25. Ne3 c6 26. Nf5 Bxf5 27. exf5 e4 28. Bxe4 Bxc3 29. Rac1 Bxa5 30. Bxc6 Rac8 31. Bd5 Rc5 32. Be4 Bd2 33. Rcd1 Rxc2 34. d4 Rc1 35. Rxd2 Rxf1+ 36. Kxf1 Qxd2 37. Kg2 Qxd4 38. Bf3 d5 39. h4 Qc5 40. Kh3 d4 41. Be2 Qb4 42. Bd1 d3 43. Kg2 d2 44. Kf3 Re8 45. g4 Qe4+ 46. Kg3 hxg4 47. h5 Qxf5 48. Bxg4 Qxg4+ 49. Kxg4 d1=Q+ 50. Kg3 Qxb3+ 51. Kg2 Qd5+ 52. Kf1 Qxh5 53. Kg2 Qg4+ 54. Kh2 Re2 55. Kh1 Qh3+ 56. Kg1 Qg4+ 57. Kf1 Rxf2+ 58. Kxf2 b4 59. Ke3 b3 60. Kd3 b2 61. Kc2 Qg2+ 62. Kb1 a5 63. Ka2 Qc2 64. Ka3 b1=N# 0-1
5,jqbcXzWM,2014.07.21,12:24:05,Robobix,TALLERes,1682,1649,300+8,Rated Classical game,1. d4 d5 2. f4 Bg4 3. h3 Bh5 4. g4 Bg6 5. f5 e6 6. fxg6 Qh4+ 7. Kd2 hxg6 8. Nf3 Qh6+ 9. Ke1 Qh7 10. c4 Nf6 11. Qb3 b6 12. e3 Nxg4 13. cxd5 e5 14. Qa4+ Nd7 15. Bb5 Rd8 16. dxe5 Nxe5 17. Nxe5 Qh4+ 18. Kd2 Qf2+ 19. Kc3 a5 20. Bxd7+ Ke7 21. b3 f6 22. Ba3+ c5 23. dxc6# 1-0
0,1ghKMqz4,2014.07.21,15:04:54,guliskhan,nooboom,1299,939,180+4,Rated Blitz game,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nh6 4. c3 a5 5. d4 Be7 6. dxe5 Nxe5 7. Nxe5 d6 8. Bxh6 gxh6 9. Nxf7 Qd7 10. Nxh8 Qc6 11. Bf7+ Kd8 12. Qf3 Qxe4+ 13. Qxe4 d5 14. Qxh7 Bg5 15. Qg8+ Kd7 16. Qe8+ Kd6 17. Ng6 Bd7 18. Qxa8 Bd2+ 19. Nxd2 Bf5 20. Qd8+ Kc5 21. Be8 Bxg6 22. Bxg6 Kb5 23. a4+ Kc5 24. Qe7+ Kb6 25. Qe6+ Ka7 26. Qxd5 c6 27. Qxa5+ Kb8 28. Nc4 b5 29. axb5 cxb5 30. Qxb5+ Kc8 31. Nd6+ Kd8 32. Qe8+ Kc7 33. Nb5+ Kb6 34. c4 h5 35. c5+ Kxc5 36. Qe5+ Kc4 37. b3+ Kxb3 38. Qd5+ Kb2 39. Ra2+ Kc1 40. Ke2# 1-0
0,jtTgcIWc,2014.07.21,17:57:45,Fotinya,fen,1126,1261,300+5,Rated Classical game,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 b6 6. Bb5 Nf6 7. O-O g6 8. e5 c5 9. Qe3 Nd5 10. Qe4 Bb7 11. e6 fxe6 12. Qe5 Rg8 13. Bg5 Be7 14. h4 Nc7 15. Bxe7 Qxe7 16. Qxc7 Be4 17. Nc3 Bxc2 18. Qb7 Qd8 19. f4 Bf5 20. Kh2 Qxh4+ 21. Kg1 Qd8 22. Ne2 a5 23. Ng3 Bg4 24. Ne4 Ke7 25. Ng5 h6 26. Nh7 Rc8 27. Kf2 Rg7 28. Kg3 Rxh7 29. Kxg4 h5+ 30. Kg5 Kf7# 0-1
0,Qo2MGstc,2014.07.23,09:26:07,dusica,1122,1770,1575,300+2,Rated Blitz game,1. e4 e5 2. Bc4 d6 3. Nc3 Be7 4. Nf3 c6 5. d4 exd4 6. Qxd4 Nf6 7. e5 dxe5 8. Qxd8+ Bxd8 9. Nxe5 O-O 10. Bxf7+ Rxf7 11. Nxf7 Kxf7 12. O-O Bf5 13. Bg5 h6 14. Bh4 Nbd7 15. Rad1 Bb6 16. Rd2 Ne5 17. b3 Ba5 18. Re2 Bxc3 19. h3 Ng6 20. Bg3 Re8 21. Re3 Rxe3 22. fxe3 Be4 23. Bb8 a6 24. Ba7 Ke6 25. Kf2 Nd5 26. g4 b6 27. Rd1 Bxc2 28. Rc1 Be4 29. Kg3 c5 30. Bxb6 Bd2 31. Rd1 Bxe3 32. Bd8 Bd4 33. h4 Be5+ 34. Kf2 Ngf4 35. g5 hxg5 36. Bxg5 Nh3+ 37. Ke2 Nxg5 38. hxg5 Kf5 39. Rg1 g6 40. a4 Nf4+ 41. Kd2 Bd4 42. Rc1 Nd5 43. Ke2 Kxg5 44. Kf1 Kf4 45. b4 Nxb4 46. a5 Kf3 47. Rd1 Nc2 48. Rd2 Ne3+ 49. Ke1 Ng2+ 50. Kf1 Ne3+ 51. Ke1 Nc2+ 52. Kf1 Be3 53. Rf2+ Kg4 54. Rf6 Bd3+ 55. Kg2 Ne1+ 56. Kh2 Bf4+ 57. Kg1 Nf3+ 58. Kf2 Ne5 59. Rb6 Nc4 60. Rxa6 Bg3+ 61. Kg1 Ne3 62. Rd6 Bf5 63. a6 Bxd6 64. a7 Be4 65. a8=Q Bxa8 66. Kf2 Bf4 67. Kg1 Be4 68. Kf2 Bd3 69. Kg1 Kf3 70. Kh1 Be4 71. Kg1 Bd5 72. Kh1 Kf2# 0-1
3,HQy4PzMx,2014.07.23,14:38:37,cleptomano,nica11,1480,1683,240+8,Rated Classical game,1. e4 c5 2. e5 e6 3. c3 Nc6 4. Nf3 Qc7 5. Qe2 Nge7 6. d4 cxd4 7. cxd4 Nd5 8. Bd2 Bb4 9. Bxb4 Ncxb4 10. Nc3 Nxc3 11. bxc3 Qxc3+ 12. Nd2 Qxa1+ 13. Qd1 Nc2+ 14. Ke2 Nxd4+ 15. Ke1 Nc2+ 16. Ke2 Qxe5+ 17. Kd3 Nb4+ 18. Kc4 a5 19. Nf3 b5+ 20. Kb3 a4+ 21. Kxb4 Qb2+ 22. Kc5 Bb7 23. Bxb5 Rc8+ 24. Kb6 Bc6 25. Nd4 Bxb5 26. Nxb5 Rb8+ 27. Kc7 Qxb5 28. Qxd7+ Qxd7+ 29. Kxb8 O-O# 0-1
0,pav6jJMT,2014.07.23,19:21:11,Gambito13193,a1a1,1684,1700,300+0,Rated Blitz game,1. e4 c5 2. Nf3 Nc6 3. c3 d5 4. exd5 Qxd5 5. d4 Bg4 6. Be2 Nf6 7. dxc5 Qxc5 8. Be3 Qa5 9. O-O e6 10. h3 Bh5 11. g4 Bg6 12. Nh4 Be7 13. f4 h5 14. g5 Nd5 15. Bf2 Nxf4 16. Nxg6 Qxg5+ 17. Kh2 Qxg6 18. Rg1 Qf6 19. Bh4 Qxh4 20. Rxg7 Qf2+ 21. Kh1 Qxe2 22. Qxe2 Nxe2 23. Nd2 Bf6 24. Rg2 Nf4 25. Rf2 Nd5 26. Ne4 Bh4 27. Rf3 Ke7 28. Raf1 f5 29. Nc5 b6 30. Nb3 Rhg8 31. a3 Rg3 32. c4 Rxf3 33. Rxf3 Nf6 34. Nd2 Rd8 35. Nf1 Rd1 36. Kg2 Ne4 37. Ne3 Rd2+ 38. Kf1 Rxb2 39. Nxf5+ exf5 40. Rxf5 Rf2+ 41. Rxf2 Nxf2 42. Kg2 Ne5 43. a4 Kd6 44. Kf1 Kc5 45. Ke2 Kxc4 46. Kd2 a6 47. Kc2 b5 48. axb5 axb5 49. Kb2 b4 50. Kc2 b3+ 51. Kb2 Ned3+ 52. Kb1 Kb4 53. Ka1 Bf6+ 54. Kb1 Kc3 55. h4 Ne4 56. Ka1 Kc2# 0-1
0,MU2UbAeV,2014.07.23,19:45:14,sansoni,erzzakus,1521,1558,720+12,Rated Classical game,1. d4 { [%eval 0.26] } 1... d5 { [%eval 0.23] } 2. h3 { [%eval -0.13] } 2... Nc6 { [%eval 0.01] } 3. c3 { [%eval -0.25] } 3... e5 { [%eval -0.51] } 4. dxe5 { [%eval -0.38] } 4... Nxe5 { [%eval -0.51] } 5. Bf4 { [%eval -0.25] } 5... Bd6 { [%eval -0.23] } 6. Qd4 { [%eval -0.49] } 6... Nc6? { [%eval 1.05] } 7. Qxg7 { [%eval 1.07] } 7... Qf6 { [%eval 1.03] } 8. Qxf6 { [%eval 1.08] } 8... Nxf6 { [%eval 1.03] } 9. Bg5? { [%eval 0.03] } 9... Be7 { [%eval 0.46] } 10. Bf4 { [%eval 0.0] } 10... Bd6 { [%eval 1.04] } 11. Bg5? { [%eval -0.03] } 11... Be7?! { [%eval 0.5] } 12. Nf3 { [%eval 0.51] } 12... Ne4 { [%eval 0.77] } 13. Bf4 { [%eval 0.79] } 13... Bd6 { [%eval 0.77] } 14. Bh6 { [%eval 0.3] } 14... Bd7 { [%eval 0.43] } 15. Nbd2 { [%eval 0.46] } 15... O-O-O?! { [%eval 1.01] } 16. Nxe4 { [%eval 0.75] } 16... dxe4 { [%eval 0.68] } 17. Nd2 { [%eval 0.4] } 17... f5 { [%eval 0.36] } 18. e3 { [%eval 0.48] } 18... Ne5 { [%eval 0.68] } 19. Bg7 { [%eval 0.48] } 19... Rhg8 { [%eval 0.41] } 20. Bxe5 { [%eval 0.24] } 20... Bxe5 { [%eval 0.33] } 21. Nc4 { [%eval 0.17] } 21... Bf6 { [%eval 0.04] } 22. Rd1 { [%eval -0.03] } 22... b5 { [%eval 0.06] } 23. Na5 { [%eval 0.05] } 23... c6 { [%eval 0.12] } 24. c4? { [%eval -1.16] } 24... bxc4? { [%eval 0.1] } 25. Bxc4?! { [%eval -0.65] } 25... Bxb2? { [%eval 1.79] } 26. Bxg8 { [%eval 1.68] } 26... Rxg8 { [%eval 1.72] } 27. Rg1?? { [%eval -2.37] } 27... Bc3+ { [%eval -2.33] } 28. Kf1 { [%eval -2.51] } 28... Bxa5 { [%eval -2.44] } 29. Rc1 { [%eval -2.52] } 29... Kc7 { [%eval -2.65] } 30. Ke2 { [%eval -2.68] } 30... Rb8 { [%eval -2.59] } 31. Rb1 { [%eval -2.67] } 31... c5 { [%eval -2.22] } 32. Rxb8 { [%eval -2.15] } 32... Kxb8 { [%eval -2.27] } 33. Rb1+ { [%eval -2.36] } 33... Kc7 { [%eval -2.36] } 34. h4 { [%eval -2.79] } 34... c4 { [%eval -3.52] } 35. Rc1? { [%eval -6.18] } 35... Bb5? { [%eval -3.98] } 36. Kd1? { [%eval -6.71] } 36... Ba4+ { [%eval -6.98] } 37. Ke2 { [%eval -7.2] } 37... Bb5?? { [%eval 0.0] } 38. a4?? { [%eval -4.01] } 38... Bxa4?? { [%eval 0.59] } 39. Rxc4+? { [%eval -1.27] } 39... Bc6 { [%eval -1.25] } 40. Rc1? { [%eval -2.93] } 40... Kb6 { [%eval -2.98] } 41. Rb1+ { [%eval -2.87] } 41... Bb5+ { [%eval -3.06] } 42. Kd1 { [%eval -2.86] } 42... Ka6? { [%eval -1.83] } 43. Rc1 { [%eval -1.86] } 43... Ba4+ { [%eval -1.84] } 44. Ke2 { [%eval -1.77] } 44... Kb5 { [%eval -1.44] } 45. Rc8 { [%eval -1.39] } 45... Kb4?! { [%eval -0.44] } 46. Rh8 { [%eval -0.32] } 46... Kc3 { [%eval -0.21] } 47. Rxh7 { [%eval 0.0] } 47... Bb5+ { [%eval 0.0] } 48. Ke1?? { [%eval #-1] } 48... Kc2# 0-1
0,G6yZwArd,2014.07.24,12:30:02,msh7,JulayE3,1597,1542,300+0,Rated Blitz tournament https://lichess.org/tournament/oGXKWG5X,1. e4 { [%eval 0.18] } 1... e5 { [%eval 0.31] } 2. Nf3 { [%eval 0.18] } 2... Nc6 { [%eval 0.18] } 3. Bc4 { [%eval 0.14] } 3... Nf6 { [%eval 0.18] } 4. d3 { [%eval 0.13] } 4... Be7 { [%eval 0.09] } 5. Ng5 { [%eval -0.28] } 5... O-O { [%eval -0.34] } 6. h4?! { [%eval -0.92] } 6... d5 { [%eval -0.52] } 7. exd5 { [%eval -0.46] } 7... Nxd5 { [%eval -0.54] } 8. Bxd5?! { [%eval -1.34] } 8... Qxd5 { [%eval -1.25] } 9. h5? { [%eval -4.08] } 9... Qxg2?! { [%eval -3.36] } 10. Qf3 { [%eval -3.52] } 10... Qxf3 { [%eval -3.53] } 11. Nxf3 { [%eval -3.47] } 11... Bg4 { [%eval -3.65] } 12. Nfd2 { [%eval -4.11] } 12... Nd4 { [%eval -4.33] } 13. Na3? { [%eval -5.83] } 13... Bxa3 { [%eval -5.79] } 14. Rb1? { [%eval -7.3] } 14... Nxc2+ { [%eval -7.3] } 15. Kf1 { [%eval -7.26] } 15... Bc5?! { [%eval -6.58] } 16. Nc4?! { [%eval -7.57] } 16... Rfe8?! { [%eval -6.73] } 17. Bg5?! { [%eval -7.37] } 17... e4 { [%eval -7.33] } 18. dxe4 { [%eval -7.52] } 18... Rxe4 { [%eval -7.67] } 19. Nd2? { [%eval -11.24] } 19... Be2+ { [%eval -11.28] } 20. Kg2 { [%eval -11.25] } 20... Rg4+ { [%eval -11.32] } 21. Kh3 { [%eval -11.32] } 21... Rxg5 { [%eval -11.44] } 22. Rbc1 { [%eval -13.45] } 22... Bd3 { [%eval -13.4] } 23. Nf3?! { [%eval #-4] } 23... Bf5+ { [%eval #-3] } 24. Kh4 { [%eval #-3] } 24... Rg4+?! { [%eval #-4] } 25. Kh3 { [%eval #-4] } 25... Rg1+?! { [%eval -12.08] } 26. Kh2 { [%eval -12.25] } 26... Rxh1+ { [%eval -11.82] } 27. Kxh1 { [%eval -12.25] } 27... Bd6 { [%eval -10.95] } 28. h6 { [%eval -13.59] } 28... Be4 { [%eval -13.57] } 29. Kg2 { [%eval -14.27] } 29... gxh6 { [%eval -12.94] } 30. Rxc2 { [%eval -14.09] } 30... Bxc2 { [%eval -14.09] } 31. Nd4 { [%eval -14.77] } 31... Be4+ { [%eval -14.77] } 32. f3 { [%eval -14.2] } 32... Bd5 { [%eval -14.39] } 33. Nf5 { [%eval -15.24] } 33... Bc5 { [%eval -14.44] } 34. Nxh6+ { [%eval -16.65] } 34... Kg7 { [%eval -16.62] } 35. Nf5+ { [%eval -17.22] } 35... Kf6 { [%eval -17.68] } 36. Nh6 { [%eval -18.13] } 36... Re8 { [%eval -27.93] } 37. Ng4+ { [%eval -49.34] } 37... Kf5 { [%eval -50.74] } 38. Nh6+ { [%eval -55.68] } 38... Kf4 { [%eval #-5] } 39. Ng4 { [%eval #-5] } 39... Rg8?! { [%eval #-5] } 40. Kh2 { [%eval #-5] } 40... Kxf3?! { [%eval #-7] } 41. Ne5+ { [%eval #-6] } 41... Ke4 { [%eval #-5] } 42. Nd7 { [%eval #-5] } 42... Bd6+ { [%eval #-4] } 43. Kh1 { [%eval #-1] } 43... Ke3# 0-1
