number,path,date,time,white,black,white elo,black elo,time control,event,moves
0,HiW5Vg1V,2015.11.07,21:19:30,pullka,Haaska,1658,1990,60+0,Rated Bullet tournament https://lichess.org/tournament/UX2zmOxJ,1. e4 e6 2. f4 d5 3. exd5 exd5 4. Nf3 c5 5. Bb5+ Nc6 6. Bxc6+ bxc6 7. O-O d4 8. Ne5 Bd6 9. Qh5 Qf6 10. Nxc6 g6 11. Qf3 h5 12. d3 Bc7 13. Nd2 Bd7 14. Ne4 Qxc6 15. Nf6+ Nxf6 16. Qxc6 Bxc6 17. Bd2 O-O 18. c3 dxc3 19. bxc3 Nd5 20. c4 Nb4 21. Bxb4 cxb4 22. Rab1 Rad8 23. Rxb4 a5 24. Rbb1 Rxd3 25. Rbd1 Rxd1 26. Rxd1 Rd8 27. Rxd8+ Bxd8 28. Kf2 Kg7 29. Ke3 Kf6 30. g3 Kf5 31. h3 Bf6 32. c5 g5 33. fxg5 Bxg5+ 34. Kf2 Ke4 35. a4 Kd3 36. h4 Bf6 37. g4 hxg4 38. h5 Bh4+ 39. Kg1 Be4 40. h6 Ke3 41. c6 Bxc6 42. h7 Bf6 43. h8=Q Bxh8 44. Kh2 Be5+ 45. Kg1 Kf3 46. Kf1 g3 47. Kg1 Bd4+ 48. Kh1 Kf2# 0-1
0,BHiXmDTe,2015.11.07,21:31:16,Machination,husref,1204,1647,600+0,Rated Classical tournament https://lichess.org/tournament/NVTLHZ84,1. e4 c5 2. Qh5 e6 3. e5 h6 4. f4 Ne7 5. Nf3 g6 6. Qh4 Nf5 7. Qxd8+ Kxd8 8. c3 a6 9. d4 b5 10. Nbd2 Bb7 11. Bd3 d5 12. Bxf5 gxf5 13. b4 c4 14. O-O Be7 15. g3 Rg8 16. Kg2 Kd7 17. Nb1 Nc6 18. Be3 a5 19. a3 axb4 20. cxb4 Nxb4 21. Nc3 Nc2 22. Rab1 Nxe3+ 23. Kf2 Nxf1 24. Kxf1 Rxa3 25. Nxb5 Rb3 26. Ra1 Rxb5 27. Ra7 Kc6 28. Ke2 Ra8 29. Rxa8 Bxa8 30. Nd2 Rb2 31. Ke3 Bb7 32. h4 h5 33. Nf3 c3 34. Kd3 c2 35. Kd2 Ra2 36. Kc1 Ba6 37. Ne1 Be2 38. Nxc2 Rxc2+ 39. Kxc2 Kb5 40. Kd2 Bf3 41. Ke3 Be4 42. Kd2 Kc4 43. Ke3 Bd8 44. Kf2 Kxd4 45. Kg1 Ke3 46. Kh2 Kf3 47. Kh3 d4 48. g4 fxg4+ 49. Kh2 g3+ 50. Kg1 d3 51. Kf1 f6 52. Ke1 fxe5 53. fxe5 Bc7 54. Kd2 Bxe5 55. Ke1 Bc3+ 56. Kf1 d2 57. Kg1 Bd4+ 58. Kh1 Kf2# 0-1
0,SFnm0ya0,2015.11.07,22:17:41,vital_shtefun,zazz4,1835,1636,420+0,Rated Blitz game,1. e4 { [%eval 0.2] } 1... e5 { [%eval 0.21] } 2. Nf3 { [%eval 0.24] } 2... Nc6 { [%eval 0.16] } 3. Bb5 { [%eval 0.22] } 3... a6 { [%eval 0.21] } 4. Ba4 { [%eval 0.05] } 4... Nf6 { [%eval 0.14] } 5. O-O { [%eval 0.13] } 5... b5 { [%eval 0.26] } 6. Bb3 { [%eval 0.22] } 6... Bc5 { [%eval 0.29] } 7. c3 { [%eval 0.24] } 7... d6 { [%eval 0.39] } 8. d4 { [%eval 0.29] } 8... Bb6 { [%eval 0.3] } 9. Bg5 { [%eval 0.33] } 9... h6 { [%eval 0.16] } 10. Bh4 { [%eval 0.05] } 10... Bg4?! { [%eval 0.84] } 11. dxe5? { [%eval -0.27] } 11... Nxe5 { [%eval -0.26] } 12. Bxf6?! { [%eval -1.0] } 12... Qxf6 { [%eval -0.88] } 13. Qd5? { [%eval -3.82] } 13... c6 { [%eval -3.98] } 14. Nxe5 { [%eval -4.11] } 14... cxd5 { [%eval -4.33] } 15. Nxg4 { [%eval -3.96] } 15... Qg5? { [%eval -2.71] } 16. Ne3? { [%eval -5.12] } 16... Bxe3 { [%eval -5.15] } 17. fxe3 { [%eval -5.58] } 17... Qxe3+ { [%eval -5.41] } 18. Kh1 { [%eval -5.47] } 18... O-O?! { [%eval -4.66] } 19. Bxd5? { [%eval -6.77] } 19... Rac8?? { [%eval -2.82] } 20. Na3 { [%eval -2.86] } 20... Rc5 { [%eval -2.59] } 21. c4? { [%eval -3.79] } 21... bxc4? { [%eval -2.65] } 22. Nxc4 { [%eval -2.72] } 22... Qd4 { [%eval -2.28] } 23. Rad1? { [%eval -3.37] } 23... Rxc4? { [%eval -1.85] } 24. Rxd4 { [%eval -2.03] } 24... Rxd4 { [%eval -2.08] } 25. b3 { [%eval -2.36] } 25... Rd2 { [%eval -2.01] } 26. a4 { [%eval -2.41] } 26... g6 { [%eval -2.48] } 27. h4 { [%eval -2.79] } 27... Kg7 { [%eval -2.84] } 28. Bc4 { [%eval -3.23] } 28... Re2?? { [%eval 4.29] } 29. Bxe2 { [%eval 4.3] } 29... Ra8?! { [%eval 5.15] } 30. Bc4 { [%eval 5.07] } 30... Ra7 { [%eval 5.29] } 31. Rd1 { [%eval 5.29] } 31... Re7 { [%eval 5.28] } 32. Bd5? { [%eval 4.23] } 32... f6?! { [%eval 4.95] } 33. Rc1 { [%eval 4.83] } 33... h5?! { [%eval 5.4] } 34. Rc6 { [%eval 5.5] } 34... Kh6? { [%eval 7.58] } 35. Rxd6 { [%eval 7.13] } 35... Ra7 { [%eval 7.5] } 36. Rxf6 { [%eval 7.87] } 36... a5 { [%eval 8.11] } 37. Bf7? { [%eval 5.15] } 37... Kg7 { [%eval 5.34] } 38. Bd5?? { [%eval -0.78] } 38... Kxf6 { [%eval -0.7] } 39. Kh2 { [%eval -1.01] } 39... Ke5 { [%eval -0.99] } 40. Kg3?! { [%eval -1.5] } 40... Ra6?! { [%eval -0.74] } 41. Kf3 { [%eval -0.74] } 41... Rb6 { [%eval -0.69] } 42. g4?! { [%eval -1.52] } 42... hxg4+? { [%eval -0.23] } 43. Kxg4 { [%eval -0.56] } 43... Rb4?! { [%eval 0.0] } 44. Kg5 { [%eval 0.0] } 44... Rb6 { [%eval 0.0] } 45. h5? { [%eval -1.32] } 45... gxh5 { [%eval -1.29] } 46. Kxh5 { [%eval -1.33] } 46... Rf6?! { [%eval -0.81] } 47. Kg4 { [%eval -0.74] } 47... Rf4+ { [%eval -0.78] } 48. Kg3 { [%eval -0.7] } 48... Rf2?? { [%eval 66.06] } 49. Kxf2 { [%eval 67.64] } 49... Kd6 { [%eval 61.93] } 50. Ke3 { [%eval #16] } 50... Kc5 { [%eval #15] } 51. Kd3 { [%eval #13] } 51... Kd6 { [%eval #13] } 52. Kc4?! { [%eval 62.96] } 52... Ke5 { [%eval #15] } 53. b4 { [%eval #12] } 53... Kd6 { [%eval #10] } 54. b5 { [%eval #9] } 54... Kc7 { [%eval #9] } 55. Kc5 { [%eval #8] } 55... Kc8 { [%eval #7] } 56. b6 { [%eval #6] } 56... Kb8 { [%eval #5] } 57. Kc6?! { [%eval #5] } 57... Ka8 { [%eval #1] } 58. Kc7# 1-0
0,bv6KuvIJ,2015.11.07,22:42:51,tourneyburner223,TheWinteriscoming,1362,1707,60+0,Rated Bullet tournament https://lichess.org/tournament/QwFojKSU,1. e4 c5 2. Nf3 Nc6 3. c3 d6 4. d4 Bg4 5. dxc5 Bxf3 6. Qxf3 dxc5 7. Bc4 e6 8. Bf4 Nf6 9. e5 Nd5 10. Bxd5 Qxd5 11. Qxd5 exd5 12. Nd2 g6 13. O-O-O Bg7 14. Rde1 O-O 15. e6 Rae8 16. exf7+ Rxf7 17. Rxe8+ Rf8 18. Ree1 Rxf4 19. g3 Rxf2 20. c4 dxc4 21. Nxc4 b5 22. Nd6 Bxb2+ 23. Kb1 Bc3 24. Nxb5 Bxe1 25. Rxe1 Nd4 26. Nxd4 cxd4 27. Rd1 Rxh2 28. Rxd4 Rg2 29. Rd7 Rxg3 30. Rxa7 h6 31. Ra8+ Kg7 32. Ra7+ Kf6 33. Ra6+ Kg5 34. Ra5+ Kh4 35. Ra4+ Kh3 36. Rb4 h5 37. Rb5 h4 38. Rb2 Rg2 39. Rb3+ Kh2 40. Rb4 h3 41. Rh4 Kg1 42. Rh5 gxh5 43. a3 h2 44. a4 h1=Q 45. a5 Kh2# 0-1
0,S5EhoQog,2015.11.08,06:21:38,demiridis,themateman,2266,2242,60+0,Rated Bullet game,1. d4 e6 2. Nf3 f5 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. c4 h6 7. Nc3 d5 8. Ne5 c6 9. f3 Nbd7 10. e4 fxe4 11. fxe4 dxe4 12. Nxe4 Nxe5 13. dxe5 Qxd1 14. Rxd1 Nxe4 15. Bxe4 Bc5+ 16. Kh1 a5 17. Bf4 a4 18. Rf1 g5 19. Bd2 Bd7 20. Bc3 Rxf1+ 21. Rxf1 Rf8 22. Rxf8+ Kxf8 23. Kg2 Kg7 24. Kf3 b5 25. cxb5 cxb5 26. b3 b4 27. Bd2 a3 28. Be3 Be7 29. Bd4 Bb5 30. g4 Bf1 31. Ke3 Bh3 32. Bf3 h5 33. gxh5 g4 34. Be4 Kh6 35. Kf2 Kxh5 36. Be3 Bh4+ 37. Ke2 g3 38. hxg3 Bxg3 39. Bd4 Kg4 40. Kd3 Kf4 41. Bc6 Bf1+ 42. Kd2 Bh4 43. Bc5 Kxe5 44. Bxb4 Bg5+ 45. Ke1 Bd3 46. Bxa3 Kd4 47. Bb2+ Ke3 48. Bg2 e5 49. Kd1 e4 50. Kc1 Ke2# 0-1
0,9hxOpN1G,2015.11.08,13:25:01,immuma,csgeu,1760,1484,60+0,Rated Bullet game,1. e4 { [%eval 0.16] } 1... e6 { [%eval 0.29] } 2. Qf3?! { [%eval -0.4] } 2... d5 { [%eval -0.2] } 3. d3 { [%eval -0.4] } 3... d4 { [%eval -0.09] } 4. Be2 { [%eval -0.24] } 4... Nf6?! { [%eval 0.31] } 5. Qg3 { [%eval 0.13] } 5... Nc6 { [%eval 0.17] } 6. Bg5?! { [%eval -0.33] } 6... Be7?! { [%eval 0.31] } 7. e5 { [%eval 0.4] } 7... Nh5 { [%eval 0.7] } 8. Bxe7 { [%eval 0.55] } 8... Kxe7?? { [%eval 4.01] } 9. Bxh5 { [%eval 3.89] } 9... Nxe5? { [%eval 6.1] } 10. Qxe5 { [%eval 6.14] } 10... f6 { [%eval 6.24] } 11. Qg3 { [%eval 6.3] } 11... e5? { [%eval 9.03] } 12. Nd2? { [%eval 6.27] } 12... c5?? { [%eval 14.46] } 13. O-O-O?? { [%eval 6.42] } 13... Bd7?? { [%eval 10.99] } 14. f4? { [%eval 8.87] } 14... exf4? { [%eval 10.35] } 15. Qxf4? { [%eval 7.81] } 15... Rc8? { [%eval 12.05] } 16. Nc4? { [%eval 8.37] } 16... Qc7? { [%eval 10.2] } 17. Re1+ { [%eval 9.62] } 17... Kf8 { [%eval 10.29] } 18. Qf3? { [%eval 7.8] } 18... g5? { [%eval #2] } 19. Qd5?! { [%eval 11.48] } 19... Be8 { [%eval 11.13] } 20. Bxe8 { [%eval 11.51] } 20... Rxe8 { [%eval 12.21] } 21. Rxe8+ { [%eval 12.8] } 21... Kxe8 { [%eval 12.53] } 22. Nd6+ { [%eval 12.51] } 22... Kd7 { [%eval 18.16] } 23. Nb5+ { [%eval 17.69] } 23... Kc8 { [%eval 17.96] } 24. Nxc7 { [%eval 18.17] } 24... Kxc7 { [%eval 18.06] } 25. Qf7+ { [%eval 17.18] } 25... Kc6 { [%eval 23.01] } 26. Qxf6+ { [%eval 23.08] } 26... Kb5 { [%eval 23.69] } 27. Qxh8 { [%eval 23.65] } 27... b6 { [%eval 53.19] } 28. Qxh7 { [%eval #6] } 28... Kb4 { [%eval #6] } 29. Qf5 { [%eval #6] } 29... c4 { [%eval #4] } 30. Qxg5?! { [%eval #5] } 30... cxd3 { [%eval #4] } 31. cxd3?! { [%eval #4] } 31... b5 { [%eval #3] } 32. a3+?! { [%eval #5] } 32... Kb3 { [%eval #3] } 33. Qxb5+?! { [%eval #3] } 33... Ka2 { [%eval #3] } 34. Qd5+ { [%eval #2] } 34... Ka1 { [%eval #2] } 35. Nf3 { [%eval #1] } 35... a6 { [%eval #1] } 36. Kc2# 1-0
0,peYqiHGa,2015.11.08,13:55:01,pablogglz,Krisss,1500,1047,1200+0,Rated Classical game,1. Nc3 d5 2. f4 Nc6 3. Na4 Nd4 4. c3 Nb5 5. e4 dxe4 6. Bxb5+ c6 7. Bc4 Nf6 8. d3 Bg4 9. h3 Bxd1 10. Kxd1 Qxd3+ 11. Bxd3 exd3 12. Kd2 Rd8 13. Nf3 Ne4+ 14. Ke3 d2 15. Nc5 Nxc5 16. Ng5 dxc1=Q+ 17. Raxc1 Rd3+ 18. Ke2 f6 19. Nf3 g6 20. b4 e5 21. a4 e4 22. Nd4 Bh6 23. g3 g5 24. Rc2 gxf4 25. Rf1 f3+ 26. Rxf3 exf3+ 27. Ke1 Be3 28. Nf5 f2+ 29. Kf1 Rd1+ 30. Ke2 f1=Q+ 31. Kxe3 Qe1+ 32. Kf4 Ne6+ 33. Kg4 Rd4+ 34. Kh5 Qd1+ 35. Kh6 Qxc2 36. Ng7+ Nxg7 37. Kxg7 Qg6+ 38. Kxh8 Rd8 39. c4 Ke7# 0-1
5,cpfmnc7V,2015.11.08,15:36:11,wrysk,atueti,1708,1818,120+1,Rated Bullet game,1. c4 e6 2. Nc3 Nf6 3. a3 Bc5 4. d4 Be7 5. e4 O-O 6. e5 Ne8 7. Nf3 d6 8. Be2 c5 9. Be3 cxd4 10. Bxd4 Nc6 11. O-O f6 12. exd6 Nxd6 13. c5 Nf5 14. Be3 Nxe3 15. fxe3 Bxc5 16. b4 Bxe3+ 17. Kh1 Bd4 18. Qb3 Bxc3 19. Qxc3 e5 20. Bc4+ Kh8 21. Rad1 Qe7 22. Nd2 Bg4 23. Rde1 Rfd8 24. Ne4 Rd4 25. Nc5 b6 26. Nb3 Rc8 27. Nxd4 Nxd4 28. Qxd4 exd4 29. Rxe7 h6 30. Ba6 Rd8 31. h3 Bh5 32. g4 Bg6 33. Rd1 Bc2 34. Rd2 d3 35. Re3 Rd5 36. Bxd3 Bxd3 37. Rexd3 Re5 38. Kg2 Re1 39. Rd8+ Kh7 40. R2d3 a5 41. bxa5 bxa5 42. Ra8 Re2+ 43. Kg3 Rc2 44. Rxa5 Kg6 45. h4 Rc1 46. Rd2 Rg1+ 47. Rg2 Re1 48. h5+ Kh7 49. Kf4 Rf1+ 50. Ke3 Re1+ 51. Re2 Rh1 52. Ra4 Rh3+ 53. Ke4 Rg3 54. Kf5 Rd3 55. Re7 Rd5+ 56. Ke6 Rd3 57. Kf7 Rd8 58. Re8 Rd7+ 59. Ke6 Rd2 60. Raa8 Re2+ 61. Kf7 Rxe8 62. Rxe8 g5 63. hxg6# 1-0
0,WJh6SwAH,2015.11.08,16:27:00,HerculeN,Jahra11,1343,1270,240+5,Rated Blitz game,1. e4 e6 2. Nf3 Bd6 3. d4 Nf6 4. e5 Bb4+ 5. c3 Nd5 6. cxb4 Nxb4 7. Bd2 N8c6 8. a3 Nd5 9. Nc3 Nxc3 10. Bxc3 O-O 11. Bd3 f6 12. Qc2 fxe5 13. Bxh7+ Kf7 14. Qg6+ Ke7 15. dxe5 Nxe5 16. Qxg7+ Nf7 17. Ng5 Qe8 18. Bf6+ Kd6 19. Ne4+ Kd5 20. Qg5+ Nxg5 21. O-O-O+ Kc4 22. Rd4+ Kb3 23. Rb4+ Ka2 24. Nc3+ Ka1 25. Kd2# 1-0
0,6Vonlk8q,2015.11.08,16:35:17,KchessNokovK,Jagustad,1372,1464,300+0,Rated Blitz game,1. Nf3 e6 2. e4 d5 3. exd5 exd5 4. d3 Be7 5. Nbd2 Nf6 6. c4 O-O 7. Be2 dxc4 8. dxc4 c5 9. O-O Nc6 10. b3 b6 11. Bb2 Bb7 12. Ng5 Qc7 13. Nxh7 Kxh7 14. Qc2+ Kg8 15. Qf5 g6 16. Qh3 Kg7 17. f4 Rh8 18. Qg3 Nd4 19. Bxd4 cxd4 20. Bd3 Rh6 21. f5 Rah8 22. Qxc7 Ng4 23. Qxe7 Rxh2 24. f6+ Kh6 25. g3 Rg2+ 26. Kh1 Kg5# 0-1
0,mrSYUpUH,2015.11.08,16:54:05,vitebo,MarcoRico,1547,2060,180+0,Rated Blitz tournament https://lichess.org/tournament/JfhAoCTi,1. e3 c6 2. d4 d5 3. Nf3 Nf6 4. Bd3 Bg4 5. O-O e6 6. Nbd2 Nbd7 7. c3 c5 8. dxc5 Nxc5 9. Be2 a6 10. b4 Nce4 11. Nb3 Nxc3 12. Qc2 Nxe2+ 13. Qxe2 Bxb4 14. Bd2 Bxd2 15. Nbxd2 Ne4 16. Rfd1 Nxd2 17. Rxd2 Qf6 18. Rc1 Bxf3 19. Qxf3 Qxf3 20. gxf3 Kd7 21. Rdc2 Rhc8 22. Rxc8 Rxc8 23. Rxc8 Kxc8 24. Kf1 Kc7 25. Ke1 b5 26. Kd1 Kc6 27. Kc2 Kc5 28. Kb3 a5 29. f4 a4+ 30. Kb2 Kc4 31. f3 b4 32. h4 b3 33. a3 Kd3 34. e4 dxe4 35. fxe4 Kxe4 36. Kc3 Kxf4 37. h5 Kg5 38. h6 Kxh6 39. Kb2 Kg5 40. Kb1 h5 41. Kb2 h4 42. Kc3 h3 43. Kb2 h2 44. Kb1 h1=Q+ 45. Kb2 Kf5 46. Kc3 g5 47. Kb2 g4 48. Kc3 g3 49. Kb2 g2 50. Kc3 Ke4 51. Kb2 f5 52. Kc3 f4 53. Kb2 f3 54. Kc3 f2 55. Kb2 Ke3 56. Kc3 Ke2 57. Kb2 e5 58. Kc3 e4 59. Kb2 e3 60. Kc3 Ke1 61. Kb2 e2 62. Kc3 g1=Q 63. Kb2 f1=Q 64. Kc3 Kd1 65. Kb2 e1=Q 66. Kb1 Qhh2 67. Ka1 Kc2# 0-1
0,y9ipJFwM,2015.11.08,17:14:53,woA,Elpopichon,1454,1298,600+0,Rated Classical game,1. e4 e5 2. Nf3 Nf6 3. Nc3 d5 4. Nxe5 Nxe4 5. Nxe4 dxe4 6. Bc4 Qe7 7. Qh5 g6 8. Bxf7+ Kd8 9. Bxg6 Bg7 10. Nf7+ Ke8 11. Nxh8+ Kf8 12. Qf5+ Qf6 13. Qxc8+ Ke7 14. Qe8+ Kd6 15. Nf7+ Kd5 16. Qxe4+ Kc5 17. Qe3+ Qd4 18. Qxd4+ Kxd4 19. c3+ Kc4 20. b3+ Kd5 21. c4+ Kd4 22. d3 Kc3 23. Bb2+ Kb4 24. Bxg7 Ka3 25. O-O-O Kxa2 26. Bf8 Nd7 27. Rd2+ Ka1 28. Kc2+ Ka2 29. Kc3# 1-0
1,NzKCdvFi,2015.11.08,18:10:32,MityaMT,xnell90,1774,1692,300+0,Rated Blitz game,1. d4 d5 2. c4 c6 3. Nc3 e5 4. Nf3 e4 5. Nd2 f5 6. e3 Nf6 7. a3 Be7 8. Be2 O-O 9. O-O Nbd7 10. f3 Rf7 11. fxe4 fxe4 12. cxd5 cxd5 13. b3 Nb6 14. Bb2 Be6 15. Qc2 Rc8 16. Rf4 Bd6 17. Rf2 Ng4 18. Rxf7 Bxh2+ 19. Kh1 Qh4 20. Bxg4 Bg3+ 21. Kg1 Qh2+ 22. Kf1 Qh1+ 23. Ke2 Bxg4+ 24. Rf3 Qxg2+ 25. Kd1 exf3 26. Kc1 Qg1+ 27. Nd1 Rxc2+ 28. Kxc2 Bf5+ 29. Kc3 f2 30. Nf3 Qe1+ 31. Nxe1 fxe1=B# 0-1
0,I6In131e,2015.11.08,18:24:57,vns,Soncir,1844,1834,180+0,Rated Blitz tournament https://lichess.org/tournament/79PxGi5P,1. e4 e6 2. f4 d5 3. exd5 exd5 4. d4 Nf6 5. Nf3 Bd6 6. Bd3 O-O 7. O-O Bg4 8. c3 Nbd7 9. Qc2 Bxf3 10. Rxf3 h6 11. Bf5 Re8 12. Rf1 c6 13. Nd2 Qc7 14. Nf3 Ne4 15. Ne5 Ndf6 16. Qe2 Re7 17. Qf3 Rae8 18. g4 g6 19. Bxg6 fxg6 20. Nxg6 Rg7 21. f5 Bxh2+ 22. Kh1 Ng5 23. Qg2 Bd6 24. Bd2 Kf7 25. Rae1 Rh8 26. Ne5+ Bxe5 27. dxe5 Nfe4 28. Bf4 Qb6 29. e6+ Ke8 30. Be5 Rhh7 31. Bxg7 Rxg7 32. f6 Rh7 33. f7+ Kf8 34. Rxe4 Nxe4 35. Qh2 h5 36. Qb8+ Kg7 37. f8=Q+ Kg6 38. Qbe8+ Kg5 39. Qf5+ Kh4 40. Qd8+ Kh3 41. e7 hxg4 42. Qf4 Ng3+ 43. Qxg3+ Kxg3# 0-1
0,v1UYb36P,2015.11.08,21:50:12,microcommega,nikfom57,1921,1613,480+0,Rated Classical game,1. e4 c5 2. f4 Nc6 3. Nf3 e6 4. Nc3 Nd4 5. Nxd4 cxd4 6. Ne2 Bc5 7. Ng3 Qb6 8. Bc4 Nf6 9. d3 d5 10. exd5 Nxd5 11. O-O O-O 12. Qe2 Re8 13. Ne4 Bd7 14. a3 Rab8 15. b4 Be7 16. Rf3 a6 17. Bd2 Bc6 18. Rh3 Nf6 19. Ng3 h6 20. Rf1 Bd6 21. Nh5 Qd8 22. Qf2 Nxh5 23. Rxh5 Qf6 24. f5 e5 25. Qg3 e4 26. Rxh6 Bxg3 27. Rxf6 Bxh2+ 28. Kxh2 gxf6 29. Bf4 Rbc8 30. Kg3 e3 31. Re1 Kg7 32. Bd6 Rh8 33. Bc5 Rcg8 34. Bxd4 Kh6+ 35. Kh2 Kg5+ 36. Kg3 Kxf5# 0-1
0,xx3rV9QX,2015.11.09,00:33:49,zbrizkantsar,raspa65,1729,1462,120+0,Rated Bullet game,1. d4 e6 2. c4 g6 3. Nf3 Bg7 4. Nc3 d6 5. Bg5 f6 6. Bd2 g5 7. e4 h5 8. h3 h4 9. Be2 Qe7 10. O-O Nh6 11. Nh2 Bd7 12. Bh5+ Kd8 13. Re1 a6 14. e5 Be8 15. Bxe8 Qxe8 16. exd6 cxd6 17. d5 e5 18. Qf3 Qe7 19. Ng4 Nxg4 20. Qxg4 Nd7 21. b4 b6 22. a4 Bh6 23. a5 b5 24. Ne2 Rb8 25. Ng3 Nf8 26. Nf5 Qd7 27. Nxh6 Qxg4 28. Nxg4 Nd7 29. Re3 bxc4 30. Rc3 Rxb4 31. Rf3 Rb2 32. Bc3 Rb3 33. Rc1 e4 34. Rf5 Ra3 35. Nxf6 Nxf6 36. Rxf6 Re8 37. Rxd6+ Kc7 38. Rc6+ Kb7 39. Be1 e3 40. R6xc4 Re7 41. fxe3 Raxe3 42. d6 Rxe1+ 43. Rxe1 Rxe1+ 44. Kf2 Rd1 45. Rc7+ Kb8 46. Rc6 Kb7 47. Rb6+ Ka7 48. Ke2 Rd5 49. Ke3 Re5+ 50. Kd4 Re6 51. Kc5 Re5+ 52. Kc6 Re4 53. d7 Rd4 54. Kc7 Rxd7+ 55. Kxd7 g4 56. Rg6 gxh3 57. gxh3 Kb8 58. Rh6 Kb7 59. Rxh4 Kb8 60. Rh6 Kb7 61. h4 Kb8 62. h5 Kb7 63. Rg6 Kb8 64. h6 Kb7 65. h7 Kb8 66. h8=Q+ Kb7 67. Rg7 Ka7 68. Kd6# 1-0
0,JkpG6ydq,2015.11.09,09:30:03,metamater,SoDamnMetal,1888,2027,60+0,Rated Bullet tournament https://lichess.org/tournament/3AUznu5f,1. e4 e6 2. Nf3 d5 3. Bd3 dxe4 4. Bxe4 Nf6 5. Nc3 c5 6. O-O Bd6 7. h3 O-O 8. d3 Bd7 9. Bg5 Bc6 10. Qe2 h6 11. Bxf6 Qxf6 12. Rad1 Bxe4 13. dxe4 Nc6 14. e5 Nxe5 15. Rxd6 Nxf3+ 16. Qxf3 Qe5 17. Rdd1 b6 18. Rfe1 Qg5 19. Qg3 Qf6 20. Qe5 Qe7 21. Qd6 Qf6 22. Re3 Rad8 23. Qg3 Rxd1+ 24. Nxd1 Rd8 25. Rd3 Rxd3 26. Qxd3 e5 27. c3 Qe6 28. c4 e4 29. Qc3 f5 30. Ne3 g5 31. Nd5 f4 32. Qf6 Qxf6 33. Nxf6+ Kf7 34. Nxe4 Ke6 35. f3 Ke5 36. b3 Kd4 37. Nd6 a6 38. Nc8 b5 39. cxb5 axb5 40. Nd6 c4 41. bxc4 bxc4 42. Kf2 c3 43. Nb5+ Kc4 44. Nxc3 Kxc3 45. g3 Kb2 46. h4 Kxa2 47. gxf4 gxf4 48. Ke2 Kb3 49. Kd3 Kb4 50. Ke4 Kc5 51. Kxf4 Kd6 52. Kf5 Ke7 53. Kg6 Ke6 54. f4 Kd5 55. Kxh6 Ke4 56. Kg5 Kf3 57. f5 Kg3 58. f6 Kh3 59. f7 Kh2 60. f8=Q Kh3 61. h5 Kh2 62. h6 Kg3 63. h7 Kg2 64. h8=Q Kg1 65. Qhg7 Kh2 66. Kh6 Kh3 67. Qfh8 Kh4 68. Qg5+ Kh3 69. Kg7# 1-0
0,r8Soytrx,2015.11.09,11:29:58,sidgandhi,darktorque,1478,1520,120+1,Rated Bullet game,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5 5. exd5 Qxd5 6. Nxc6 Qxd1+ 7. Kxd1 bxc6 8. Nc3 Bb7 9. Bc4 O-O-O+ 10. Bd2 e6 11. Ke2 Bc5 12. f4 f5 13. Rad1 Nf6 14. Na4 Bb6 15. Nxb6+ axb6 16. Bxe6+ Kc7 17. Bxf5 g6 18. Bh3 Ne4 19. Be3 Rde8 20. g3 Bc8 21. Bxc8 Rxc8 22. Rd4 Rhe8 23. Rhd1 c5 24. Rd7+ Kc6 25. c3 h5 26. b4 c4 27. Rf7 b5 28. Rdd7 Nxc3+ 29. Kf3 Nd5 30. a3 Rxe3+ 31. Kg2 Rxa3 32. Rg7 Nxb4 33. Rde7 c3 34. Rxg6+ Kc5 35. Re5+ Kc4 36. Rxb5 Kxb5 37. Rg5+ Ka4 38. f5 c2 39. f6 c1=Q 40. f7 Rf8 41. Rg8 Rxf7 42. Ra8+ Kb5 43. Rb8+ Ka4 44. Ra8+ Kb3 45. Rb8 Rc7 46. Kh3 Qe3 47. Rb5 Qe6+ 48. Kg2 Qg6 49. Re5 Rc2+ 50. Kf3 Qg4+ 51. Ke3 Ka2# 0-1
